SIA SAM,FISH,WBY,REGION,YEAR,DAY,TAXON,COMP,FLEN,TLEN,RWT,Tissue,Check,Del 15N,Del 13C,C/N,Comments
19571,.,Eagle-1,Zone1,2017,.,CLAM,1,.,54,14.8,MUSCLE,V,3.04,-28.9,6.12,.
19572,.,Eagle-1,Zone1,2017,.,CLAM,1,.,70,32.4,MUSCLE,V,3.44,-28.48,4.77,.
19573,.,Eagle-1,Zone1,2017,.,SNAIL,1,.,.,0.5,VISCERA,V,2.65,-21.6,4.26,Physidae
19574,.,Eagle-1,Zone1,2017,.,SNAIL,1,.,.,0.3,VISCERA,V,2.9,-22.4,4.33,Physidae
19575,.,Eagle-1,Zone1,2017,.,SNAIL,1,.,.,0.5,VISCERA,V,2.76,-22.07,4.28,Physidae
19576,.,Eagle-1,Zone1,2017,.,SNAIL,1,.,.,0.8,VISCERA,V,2.75,-21.88,4.3,Physidae
19577,.,Eagle-1,Zone1,2017,.,SNAIL,1,.,.,0.8,VISCERA,V,2.48,-20.78,4.3,Physidae
19578,.,Eagle-1,Zone1,2017,.,SNAIL,1,.,.,0.8,VISCERA,V,2.45,-20.46,4.28,Physidae
19579,.,Eagle-1,Zone1,2017,.,SNAIL,1,.,.,0.7,VISCERA,V,2.82,-22.02,4.22,Physidae
19580,.,Eagle-1,Zone1,2017,.,SNAIL,1,.,.,0.6,VISCERA,V,2.66,-21.61,4.29,Physidae
19581,.,Eagle-1,Zone1,2017,.,SNAIL,1,.,.,0.5,VISCERA,V,2.6,-22.12,4.5,Physidae
19582,.,Eagle-1,Zone1,2017,.,SNAIL,1,.,.,0.9,VISCERA,V,2.57,-21.02,4.26,Physidae
9900,004-00-005,Echoing,.,2012,14-Jul,LT,1,608,668,2323,MUSCLE,V,12.68,-25.73,3.34,.
9901,004-00-007,Echoing,.,2012,14-Jul,LT,1,608,666,2091,MUSCLE,V,12.18,-25.29,3.1,.
9902,014-00-005,Echoing,.,2012,14-Jul,LT,1,.,631,2382,MUSCLE,V,12.35,-26.88,4.02,.
9903,014-00-007,Echoing,.,2012,14-Jul,LT,1,.,633,1733,MUSCLE,V,11.81,-23.99,3.38,.
9904,018-00-002,Echoing,.,2012,14-Jul,LT,1,.,660,2268,MUSCLE,V,12.78,-25.15,3.09,.
9905,018-00-004,Echoing,.,2012,14-Jul,LT,1,.,700,2513,MUSCLE,V,12.26,-24.92,3,.
9906,018-00-006,Echoing,.,2012,14-Jul,LT,1,.,759,2800,MUSCLE,V,13.03,-24.95,3.22,.
9907,018-00-008,Echoing,.,2012,14-Jul,LT,1,.,610,1656,MUSCLE,V,12.2,-25.28,3.09,.
9908,020-00-001,Echoing,.,2012,14-Jul,LT,1,.,620,1750,MUSCLE,V,11.66,-24.82,3.12,.
9909,027-00-001,Echoing,.,2012,14-Jul,LT,1,.,609,1349,MUSCLE,V,12.24,-24.9,3.12,.
10020,.,Echoing,.,2012,14-Jul,CLAM,1,84,84,34.8,MUSCLE,V,3.56,-27.96,4.09,.
10021,.,Echoing,.,2012,14-Jul,CLAM,1,79,79,34.2,MUSCLE,V,3.69,-27.53,3.99,.
10022,.,Echoing,.,2012,14-Jul,CLAM,1,74,74,21.3,MUSCLE,V,3.36,-28.45,4.43,.
10023,.,Echoing,.,2012,14-Jul,CLAM,1,69,69,26.4,MUSCLE,V,3.5,-27.72,4.12,.
10024,.,Echoing,.,2012,14-Jul,CLAM,1,68,68,19.3,MUSCLE,V,3.42,-27.96,4.22,.
10025,.,Echoing,.,2012,14-Jul,CLAM,1,71,71,21.8,MUSCLE,V,3.36,-27.75,4.15,.
10026,.,Echoing,.,2012,14-Jul,CLAM,1,67,67,19.7,MUSCLE,V,3.56,-27.96,4.1,.
10027,.,Echoing,.,2012,14-Jul,CLAM,1,65,65,18.3,MUSCLE,V,3.52,-28.27,4.26,.
10028,.,Echoing,.,2012,14-Jul,CLAM,1,64,64,15.6,MUSCLE,V,3.87,-27.66,3.99,.
10029,.,Echoing,.,2012,14-Jul,CLAM,1,62,62,15.9,MUSCLE,V,3.31,-28.78,4.95,.
10030,.,Echoing,.,2012,14-Jul,CLAM,1,59,59,.,MUSCLE,V,3.3,-27.95,4.2,.
1657,405,Endikai,.,2008,.,LT,1,.,290,.,MUSCLE,V,11.13,-26.89,3.4,.
1658,220,Endikai,.,2008,.,LT,1,.,291,.,MUSCLE,V,11.51,-27.01,3.21,.
1659,322,Endikai,.,2008,.,LT,1,.,346,.,MUSCLE,V,11.07,-26.12,3.44,.
1660,319,Endikai,.,2008,.,LT,1,.,362,.,MUSCLE,V,10.92,-26.6,3.38,.
1661,208,Endikai,.,2008,.,LT,1,.,389,.,MUSCLE,V,11.53,-26.78,3.36,.
1662,222,Endikai,.,2008,.,LT,1,.,412,.,MUSCLE,V,10.61,-26.94,3.37,.
1663,78,Endikai,.,2008,.,LT,1,.,445,.,MUSCLE,V,10.61,-27.02,3.62,.
1664,219,Endikai,.,2008,.,LT,1,.,455,.,MUSCLE,V,10.89,-26.82,3.6,.
1665,318,Endikai,.,2008,.,LT,1,.,480,.,MUSCLE,V,10.53,-26.65,3.47,.
1666,58,Endikai,.,2008,.,LT,1,.,525,.,MUSCLE,V,10.49,-26.43,3.31,.
2137,82,Endikai,.,2008,.,LT,1,.,215,.,MUSCLE,V,10.59,-26.86,3.37,.
2138,.,Endikai,.,2008,.,LT,1,133,.,17.8,MUSCLE,V,11.04,-26.97,3.57,.
2179,.,Endikai,.,2008,.,CRAYFISH,1,.,.,21,MUSCLE,V,5.04,-20.64,3.78,.
2180,.,Endikai,.,2008,.,CRAYFISH,1,.,.,22.9,MUSCLE,V,5.39,-25,3.78,.
2181,.,Endikai,.,2008,.,CRAYFISH,1,.,.,42.5,MUSCLE,V,7.09,-24.46,3.81,.
2182,.,Endikai,.,2008,.,CRAYFISH,1,.,.,18.9,MUSCLE,V,6.15,-23.52,3.94,.
2183,.,Endikai,.,2008,.,CRAYFISH,1,.,.,19.3,MUSCLE,V,5,-22.94,3.86,.
2184,.,Endikai,.,2008,.,CRAYFISH,1,.,.,15.8,MUSCLE,V,5.38,-22.98,3.77,.
2185,.,Endikai,.,2008,.,CRAYFISH,1,.,.,17.7,MUSCLE,V,5.46,-25.38,3.55,.
4336,18,Endikai,.,2010,22-Apr,LT,1,530,600,1620,MUSCLE,V,10.45,-26.07,3.26,.
6499,.,Endikai,.,2011,20-May,SNAIL,.,.,.,0.11,VISCERA,V,2.65,-21.24,4.28,.
6500,.,Endikai,.,2011,20-May,TRICHOPT,.,.,.,0.13,BODY,V,1.88,-27.23,6.36,.
21180,6,George,.,2019,10-Jul,LT,1,451,493,1010,MUSCLE,V,8.73,-26.6,3.58,.
21181,8,George,.,2019,10-Jul,LT,1,325,362,290,MUSCLE,V,9.14,-26.57,3.3,.
21182,10,George,.,2019,10-Jul,LT,1,462,509,1050,MUSCLE,V,9.12,-27,3.97,.
21183,11,George,.,2019,10-Jul,LT,1,236,258,100,MUSCLE,V,9.57,-27.44,3.59,.
21184,12,George,.,2019,10-Jul,LT,1,386,430,610,MUSCLE,V,9.7,-26.83,3.34,.
21185,39,George,.,2019,10-Jul,LT,1,379,419,500,MUSCLE,V,8.84,-26.3,3.28,.
21186,29,George,.,2019,10-Jul,LT,1,600,664,2100,MUSCLE,V,9.54,-28.3,3.96,.
21187,31,George,.,2019,10-Jul,LT,1,515,570,1620,MUSCLE,V,9.69,-28.79,4.14,.
21188,44,George,.,2019,10-Jul,LT,1,620,672,2550,MUSCLE,V,10.02,-28.3,3.89,.
21189,53,George,.,2019,10-Jul,LT,1,690,740,3510,MUSCLE,V,10.22,-25.9,3.32,.
22043,.,George,.,2019,10-Jul,SNAIL,1,.,.,3.2,MUSCLE,V,2.01,-26.81,3.71,.
22044,.,George,.,2019,10-Jul,SNAIL,1,.,.,1.7,MUSCLE,V,1.8,-27.48,4.35,.
22045,.,George,.,2019,10-Jul,SNAIL,1,.,.,1.3,MUSCLE,V,2.85,-29.13,3.87,.
22046,.,George,.,2019,10-Jul,SNAIL,2,.,.,0.7,MUSCLE,V,2.44,-29.49,4.34,.
22047,.,George,.,2019,10-Jul,SNAIL,6,.,.,0.25,MUSCLE,V,1.7,-28.83,4.23,.
21221,4,Gullrock,.,2019,08-Aug,LT,1,471,512,1125,MUSCLE,V,10.21,-26.5,4.21,.
21222,3,Gullrock,.,2019,08-Aug,LT,1,571,621,2350,MUSCLE,V,11.18,-26.9,5.03,clipped (stocked)
21223,6,Gullrock,.,2019,08-Aug,LT,1,482,525,1380,MUSCLE,V,10.81,-25.85,4.04,.
21224,9,Gullrock,.,2019,08-Aug,LT,1,462,511,1200,MUSCLE,V,10.2,-26.22,4.03,.
21225,10,Gullrock,.,2019,08-Aug,LT,1,546,599,1800,MUSCLE,V,11.05,-25.92,4.04,.
21226,11,Gullrock,.,2019,08-Aug,LT,1,484,532,1440,MUSCLE,V,10.34,-27,4.57,.
21227,12,Gullrock,.,2019,08-Aug,LT,1,634,683,3150,MUSCLE,V,11.15,-26.6,4.52,.
21228,14,Gullrock,.,2019,08-Aug,LT,1,492,534,1600,MUSCLE,V,10.48,-27.17,4.8,.
21229,16,Gullrock,.,2019,08-Aug,LT,1,490,533,1500,MUSCLE,V,10.24,-26.33,4.37,.
21230,15,Gullrock,.,2019,08-Aug,LT,1,563,605,2050,MUSCLE,V,10.94,-26.47,4.26,.
23965,.,Gullrock,.,2019,08-Aug,HEPTAGEN,.,.,.,.,BODY,V,1.95,-21.95,4.06,.
21231,8,Johnnie,.,2019,17-Jul,LT,1,620,665,2782,MUSCLE,V,10.96,-27.49,3.53,.
21233,72,Johnnie,.,2019,17-Jul,LT,1,635,675,3132,MUSCLE,V,11.11,-26.71,3.33,.
21234,86,Johnnie,.,2019,17-Jul,LT,1,630,676,2585,MUSCLE,V,10.75,-26.78,3.2,clipped (stocked)
21235,88,Johnnie,.,2019,17-Jul,LT,1,602,641,2750,MUSCLE,V,11.12,-25.69,3.17,.
21236,89,Johnnie,.,2019,17-Jul,LT,1,508,545,1585,MUSCLE,V,11.12,-26.74,3.23,clipped (stocked)
22072,.,Johnnie,.,2019,17-Jul,CRAYFISH,1,.,.,23.1,MUSCLE,V,5.59,-25.55,3.85,.
25177,2,Johnnie,.,2022,14-Sep,LT,1,679,721,2683,MUSCLE,V,11.29,-27.56,3.04,.
25178,4,Johnnie,.,2022,14-Sep,LT,1,735,802,5055,MUSCLE,V,11.71,-27.14,3.38,.
25179,5,Johnnie,.,2022,14-Sep,LT,1,640,693,2452,MUSCLE,V,11.22,-27.46,3.25,.
25180,6,Johnnie,.,2022,14-Sep,LT,1,609,667,2321,MUSCLE,V,11.22,-29.19,3.93,.
25181,7,Johnnie,.,2022,14-Sep,LT,1,709,755,3954,MUSCLE,V,11.59,-26.77,3.17,.
25182,8,Johnnie,.,2022,14-Sep,LT,1,610,660,2637,MUSCLE,V,11.51,-27.92,3.27,.
25183,9,Johnnie,.,2022,14-Sep,LT,1,586,627,2506,MUSCLE,V,11.19,-27.22,3.16,.
25184,10,Johnnie,.,2022,14-Sep,LT,1,340,370,365,MUSCLE,V,10.42,-25.72,3.2,.
25492,.,Johnnie,.,2022,13-Sep,AMPHIPOD,71,.,.,.,BODY,V,2.31,-23.19,4.99,.
25498,.,Johnnie,.,2022,13-Sep,SNAIL,2,.,.,0.87,VISCERA,V,3.66,-27.56,4.15,Hydrobiidae
14495,04-01-001,Kukagami,.,2015,20-Aug,LT,1,.,634,2700,MUSCLE,V,9.98,-25.08,3.36,.
14496,04-01-002,Kukagami,.,2015,20-Aug,LT,1,.,647,3000,MUSCLE,V,9.85,-26.01,3.6,.
14497,13-01-003,Kukagami,.,2015,20-Aug,LT,1,.,558,1620,MUSCLE,V,8.91,-27.41,4.11,.
14498,13-02-008,Kukagami,.,2015,20-Aug,LT,1,.,566,1520,MUSCLE,V,8.75,-26.52,3.74,.
14499,14-01-001,Kukagami,.,2015,20-Aug,LT,1,.,543,2100,MUSCLE,V,8.93,-26.91,3.78,.
14500,16-01-005,Kukagami,.,2015,20-Aug,LT,1,.,523,1350,MUSCLE,V,10.06,-28.7,4.29,.
14501,16-02-012,Kukagami,.,2015,20-Aug,LT,1,.,415,480,MUSCLE,V,8.74,-25.79,3.21,.
14502,16-02-013,Kukagami,.,2015,20-Aug,LT,1,.,634,2400,MUSCLE,V,10.27,-26.41,3.55,.
14503,18-02-011,Kukagami,.,2015,20-Aug,LT,1,.,532,1550,MUSCLE,V,8.65,-26.36,3.59,.
14504,19-02-001,Kukagami,.,2015,20-Aug,LT,1,.,730,3950,MUSCLE,V,9.86,-27.16,4.13,.
14505,22-01-001,Kukagami,.,2015,20-Aug,LT,1,.,649,3150,MUSCLE,V,9.72,-29.4,4.67,.
14506,22-02-002,Kukagami,.,2015,20-Aug,LT,1,.,654,3100,MUSCLE,V,8.69,-26.72,3.78,.
25413,.,Kukagami,.,2022,01-Nov,CRAYFISH,1,.,.,38.7,MUSCLE,V,5.05,-22.87,3.34,.
25521,17,Kukagami,.,2022,01-Nov,LT,1,540,598,1821,MUSCLE,V,9.15,-26.42,3.39,.
25522,26,Kukagami,.,2022,01-Nov,LT,1,418,462,771,MUSCLE,V,8.49,-26.35,3.43,.
25523,27,Kukagami,.,2022,01-Nov,LT,1,465,512,1084,MUSCLE,V,8.39,-26.11,3.4,.
25524,28,Kukagami,.,2022,01-Nov,LT,1,540,595,2026,MUSCLE,V,8.35,-26.08,3.38,.
25525,29,Kukagami,.,2022,01-Nov,LT,1,542,595,1829,MUSCLE,V,9.24,-27.54,3.32,.
17203,06-01-001,Kwinkwaga,.,2016,29-Aug,LT,1,.,732,3200,MUSCLE,V,12.07,-30.08,3.51,.
17204,15-02-001,Kwinkwaga,.,2016,29-Aug,LT,1,.,443,870,MUSCLE,V,12.02,-30.07,3.3,.
17205,29-02-013,Kwinkwaga,.,2016,29-Aug,LT,1,.,781,4650,MUSCLE,V,12.29,-29.5,3.26,.
17993,12,Kwinkwaga,.,2017,.,LT,1,.,405,545,MUSCLE,V,11.81,-30.37,3.22,.
17994,14,Kwinkwaga,.,2017,.,LT,1,.,692,3550,MUSCLE,V,11.65,-30.56,4.34,.
17995,19,Kwinkwaga,.,2017,.,LT,1,.,585,1950,MUSCLE,V,11.59,-32.16,4.26,.
17996,20,Kwinkwaga,.,2017,.,LT,1,.,863,6000,MUSCLE,V,12.14,-29.47,3.8,.
17997,22,Kwinkwaga,.,2017,.,LT,1,.,770,4000,MUSCLE,V,12.08,-29.73,3.39,.
17998,25,Kwinkwaga,.,2017,.,LT,1,.,800,5600,MUSCLE,V,11.98,-31.3,4.47,.
17999,27,Kwinkwaga,.,2017,.,LT,1,.,357,340,MUSCLE,V,11.02,-30.92,3.31,.
18000,28,Kwinkwaga,.,2017,.,LT,1,.,445,820,MUSCLE,V,11.12,-30.27,3.27,.
18001,29,Kwinkwaga,.,2017,.,LT,1,.,469,880,MUSCLE,V,11.23,-30.6,3.43,.
19603,.,Kwinkwaga,.,2017,.,CLAM,1,.,70,22.2,MUSCLE,V,4.11,-34.03,4.5,.
19604,.,Kwinkwaga,.,2017,.,CLAM,1,.,64,19.7,MUSCLE,V,3.81,-32.96,4.27,.
19605,.,Kwinkwaga,.,2017,.,CLAM,1,.,70,22.6,MUSCLE,V,3.71,-33.91,4.24,.
19606,.,Kwinkwaga,.,2017,.,CLAM,1,.,72,28.9,MUSCLE,V,4.24,-33.72,4.13,.
19607,.,Kwinkwaga,.,2017,.,CLAM,1,.,75,27.7,MUSCLE,V,4.28,-34.07,4.44,.
19608,.,Kwinkwaga,.,2017,.,CLAM,1,.,74,26.7,MUSCLE,V,4.14,-34.63,4.26,.
19609,.,Kwinkwaga,.,2017,.,CLAM,1,.,83,35.2,MUSCLE,V,4.19,-34.6,4.32,.
19610,.,Kwinkwaga,.,2017,.,CLAM,1,.,90,41.2,MUSCLE,V,4.36,-33.85,3.8,.
19611,.,Kwinkwaga,.,2017,.,CLAM,1,.,91,58.7,MUSCLE,V,4.5,-34.46,4.16,.
19612,.,Kwinkwaga,.,2017,.,CLAM,1,.,102,85.1,MUSCLE,V,5,-33.91,4.03,.
19613,.,Kwinkwaga,.,2017,.,SNAIL,1,.,.,0.4,VISCERA,V,1.27,-27.98,4.36,Lymnaeidae
19614,.,Kwinkwaga,.,2017,.,SNAIL,1,.,.,0.7,VISCERA,V,1.84,-28.15,4.35,Physidae
19615,.,Kwinkwaga,.,2017,.,SNAIL,1,.,.,0.7,VISCERA,V,1.98,-28.11,4.26,Physidae
19616,.,Kwinkwaga,.,2017,.,SNAIL,1,.,.,0.6,VISCERA,V,2.23,-28.64,4.34,Physidae
19617,.,Kwinkwaga,.,2017,.,SNAIL,1,.,.,0.5,VISCERA,V,2.5,-28.9,4.45,Physidae
19618,.,Kwinkwaga,.,2017,.,SNAIL,1,.,.,0.4,VISCERA,V,2.76,-28.47,4.56,Physidae
19619,.,Kwinkwaga,.,2017,.,SNAIL,1,.,.,0.5,VISCERA,V,2.69,-28.68,4.37,Physidae
19620,.,Kwinkwaga,.,2017,.,SNAIL,1,.,.,2,VISCERA,V,3.16,-26.76,4.65,Planorbidae
19621,.,Kwinkwaga,.,2017,.,SNAIL,1,.,.,3.9,VISCERA,V,1.2,-26.57,4.45,Planorbidae
19622,.,Kwinkwaga,.,2017,.,SNAIL,1,.,.,4.4,VISCERA,V,2.97,-22.32,4.86,Planorbidae
9261,307-00-001,Long-1,.,2012,.,LT,1,.,796,4007,MUSCLE,V,12.49,-31.29,3.97,.
9262,407-00-001,Long-1,.,2012,.,LT,1,.,935,6900,MUSCLE,V,11.6,-28.43,3.42,.
9263,412-00-001,Long-1,.,2012,.,LT,1,.,1022,7300,MUSCLE,V,13.54,-30.53,4.18,.
9264,502-00-007,Long-1,.,2012,.,LT,1,.,974,6350,MUSCLE,V,12.66,-27.21,3.16,.
9265,604-00-001,Long-1,.,2012,.,LT,1,.,644,2000,MUSCLE,V,12.36,-31.75,4.1,.
19097,06-02-000-002,Long-1,.,2017,15-Aug,LT,1,.,487,951,MUSCLE,V,11.73,-29.84,3.22,.
19098,49-02-000-009,Long-1,.,2017,15-Aug,LT,1,.,625,1900,MUSCLE,V,12.2,-29.57,3.34,.
19452,1,Long-1,.,2018,20-Jun,LT,1,878,955,7350,MUSCLE,V,12.62,-29.85,3.72,.
19453,3,Long-1,.,2018,20-Jun,LT,1,886,979,8500,MUSCLE,V,12.2,-32.66,5.49,.
19454,4,Long-1,.,2018,20-Jun,LT,1,822,902,5000,MUSCLE,V,12.96,-30.87,3.61,.
19455,5,Long-1,.,2018,20-Jun,LT,1,910,972,6800,MUSCLE,V,13.43,-30.7,4,.
19456,6,Long-1,.,2018,20-Jun,LT,1,902,980,9800,MUSCLE,V,12.15,-30.87,4.13,.
19457,7,Long-1,.,2018,20-Jun,LT,1,715,784,4000,MUSCLE,V,11.88,-32.34,4.68,.
19458,12,Long-1,.,2018,20-Jun,LT,1,515,565,1210,MUSCLE,V,12.16,-28.82,3.47,.
19459,13,Long-1,.,2018,20-Jun,LT,1,620,681,2400,MUSCLE,V,11.97,-31.32,3.73,.
19460,14,Long-1,.,2018,20-Jun,LT,1,588,650,2350,MUSCLE,V,12.43,-30.44,3.32,.
19461,15,Long-1,.,2018,29-May,LT,1,486,531,1299,MUSCLE,V,11.7,-30.5,3.83,.
19489,.,Long-1,.,2018,21-Jun,SNAIL,1,.,.,6.6,VISCERA,V,3.03,-27.12,4.86,Lymnaeidae
19490,.,Long-1,.,2018,21-Jun,SNAIL,1,.,.,2.9,VISCERA,V,3.04,-26.99,4.5,Lymnaeidae
19491,.,Long-1,.,2018,21-Jun,SNAIL,1,.,.,6.1,VISCERA,V,3.07,-27.83,4.45,Lymnaeidae
19492,.,Long-1,.,2018,21-Jun,SNAIL,1,.,.,4.8,VISCERA,V,2.81,-26.63,4.72,Lymnaeidae
19493,.,Long-1,.,2018,21-Jun,SNAIL,1,.,.,6.5,VISCERA,V,3.21,-27.87,4.65,Lymnaeidae
19494,.,Long-1,.,2018,21-Jun,SNAIL,1,.,.,5.5,VISCERA,V,2.92,-28.51,4.6,Lymnaeidae
19495,.,Long-1,.,2018,21-Jun,SNAIL,1,.,.,7.5,VISCERA,V,2.77,-27.12,4.37,Lymnaeidae
19496,.,Long-1,.,2018,21-Jun,SNAIL,1,.,.,5.8,VISCERA,V,2.9,-26.43,4.3,Lymnaeidae
19497,.,Long-1,.,2018,21-Jun,SNAIL,1,.,.,6.2,VISCERA,V,3.13,-27.27,4.68,Lymnaeidae
19498,.,Long-1,.,2018,21-Jun,SNAIL,1,.,.,7.5,VISCERA,V,2.8,-26.62,4.53,Lymnaeidae
16433,1,Mameigwess-1,.,2016,23-Jun,LT,1,.,747,3850,MUSCLE,V,9.68,-24.22,3.79,.
16434,2,Mameigwess-1,.,2016,23-Jun,LT,1,.,543,1180,MUSCLE,V,9.98,-25.19,3.72,.
16435,3,Mameigwess-1,.,2016,23-Jun,LT,1,.,387,450,MUSCLE,V,9.74,-23.27,3.5,.
16436,4,Mameigwess-1,.,2016,23-Jun,LT,1,.,345,280,MUSCLE,V,9.84,-24.94,3.28,.
16437,10,Mameigwess-1,.,2016,23-Jun,LT,1,.,419,610,MUSCLE,V,10.35,-25.47,3.74,.
16438,18,Mameigwess-1,.,2016,23-Jun,LT,1,.,822,5850,MUSCLE,V,9.31,-23.52,5.01,.
16439,24,Mameigwess-1,.,2016,23-Jun,LT,1,.,601,1810,MUSCLE,V,9.81,-25.83,3.69,.
16440,104,Mameigwess-1,.,2016,26-Jun,LT,1,.,246,98,MUSCLE,V,8.46,-24.7,3.27,.
16441,105,Mameigwess-1,.,2016,26-Jun,LT,1,.,1050,10500,MUSCLE,V,10.92,-22.91,3.32,.
16442,107,Mameigwess-1,.,2016,26-Jun,LT,1,.,495,900,MUSCLE,V,10.06,-25.39,3.39,.
16443,111,Mameigwess-1,.,2016,26-Jun,LT,1,.,305,196,MUSCLE,V,8.82,-25.18,3.27,.
16444,112,Mameigwess-1,.,2016,26-Jun,LT,1,.,252,152,MUSCLE,V,9.08,-24.93,3.28,.
17832,.,Mameigwess-1,.,2016,.,CLAM,1,.,77,42,MUSCLE,V,1.54,-27.45,3.93,.
17833,.,Mameigwess-1,.,2016,.,CLAM,1,.,70,30.9,MUSCLE,V,1.3,-26.88,3.84,.
17834,.,Mameigwess-1,.,2016,.,CLAM,1,.,82,46.6,MUSCLE,V,1.11,-27.32,3.79,.
17835,.,Mameigwess-1,.,2016,.,CLAM,1,.,66,21.2,MUSCLE,V,0.89,-27.51,4.51,.
17836,.,Mameigwess-1,.,2016,.,CLAM,1,.,74,35,MUSCLE,V,1.39,-27.54,4.2,.
17837,.,Mameigwess-1,.,2016,.,CLAM,1,.,71,33.9,MUSCLE,V,1.03,-27.23,4.25,.
17838,.,Mameigwess-1,.,2016,.,CLAM,1,.,73,36,MUSCLE,V,0.94,-26.83,3.98,.
17839,.,Mameigwess-1,.,2016,.,CLAM,1,.,77,35.6,MUSCLE,V,1.26,-27.54,4.44,.
17840,.,Mameigwess-1,.,2016,.,CLAM,1,.,77,40.9,MUSCLE,V,1.51,-27.07,3.77,.
17841,.,Mameigwess-1,.,2016,.,CLAM,1,.,74,30.8,MUSCLE,V,1.44,-26.97,4.14,.
17842,.,Mameigwess-1,.,2016,.,CLAM,1,.,85,50.1,MUSCLE,V,1.21,-27.77,4.9,.
17843,.,Mameigwess-1,.,2016,.,CLAM,1,.,86,51.7,MUSCLE,V,1.14,-27.13,3.85,.
17844,.,Mameigwess-1,.,2016,.,CLAM,1,.,77,40,MUSCLE,V,1.26,-27.16,3.92,.
17845,.,Mameigwess-1,.,2016,.,CLAM,1,.,91,69.9,MUSCLE,V,1.4,-26.87,3.81,.
17846,.,Mameigwess-1,.,2016,.,CLAM,1,.,77,37.1,MUSCLE,V,1.11,-27.18,3.99,.
17847,.,Mameigwess-1,.,2016,.,CLAM,1,.,.,0.33,VISCERA,V,0.54,-20.64,4.34,.
17848,.,Mameigwess-1,.,2016,.,SNAIL,6,.,.,3.8,VISCERA,V,-0.59,-15.76,5.09,Physidae
17849,.,Mameigwess-1,.,2016,.,SNAIL,1,.,.,4.5,VISCERA,V,-0.04,-12.88,4.12,Lymnaeidae
23579,.,Manitou-2,.,2021,18-Aug,CLAM,1,.,71,16.21,MUSCLE,V,1.39,-31.38,3.66,.
23580,.,Manitou-2,.,2021,18-Aug,CLAM,1,.,69,16.75,MUSCLE,V,0.89,-30.46,4,.
23615,.,Manitou-2,Trib-R11,2021,18-Aug,CRAYFISH,1,.,.,3.25,MUSCLE,V,4.67,-29.84,3.56,.
23616,.,Manitou-2,Trib-R11,2021,18-Aug,CRAYFISH,1,.,.,3.81,MUSCLE,V,5.95,-27.8,3.51,.
23954,.,Manitou-2,.,2021,17-Aug,HEPTAGEN,.,.,.,.,BODY,V,-0.08,-22.87,4.61,.
23955,.,Manitou-2,.,2021,17-Aug,AMPHIPOD,.,.,.,.,BODY,V,0.2,-22.63,5.25,date assumed
25101,.,Manitou-2,.,2022,20-Jul,AMPHIPOD,40,.,.,.,BODY,V,-0.02,-22.81,4.63,Effort 32; nearshore
25102,.,Manitou-2,.,2022,20-Jul,AMPHIPOD,41,.,.,.,BODY,V,-0.01,-22.9,4.54,Effort 32; nearshore
25103,.,Manitou-2,.,2022,20-Jul,AMPHIPOD,5,.,.,.,BODY,V,3.68,-31.62,11.25,"offshore, deep (Therrien)"
25111,.,Manitou-2,.,2022,20-Jul,HEPTAGEN,26,.,.,.,BODY,V,-0.23,-24.11,5.01,.
25112,.,Manitou-2,.,2022,20-Jul,EPHEMERI,2,.,.,.,BODY,V,1.61,-24.06,4.16,.
25210,.,Manitou-2,.,2022,20-Jul,CLAM,1,.,80,29,MUSCLE,V,3.33,-30.86,4.18,Pyganodon grandis
25211,.,Manitou-2,.,2022,20-Jul,CLAM,1,.,81,38.3,MUSCLE,V,2.82,-31.63,3.96,Pyganodon grandis
25212,.,Manitou-2,.,2022,20-Jul,CLAM,1,.,82,35.4,MUSCLE,V,2.24,-32.14,3.96,Pyganodon grandis
25213,.,Manitou-2,.,2022,20-Jul,CLAM,1,.,76,17.5,MUSCLE,V,2,-32.04,4.04,Pyganodon grandis
25214,.,Manitou-2,.,2022,20-Jul,CLAM,1,.,78,25,MUSCLE,V,1.89,-32.52,4.13,Pyganodon grandis
25215,.,Manitou-2,.,2022,20-Jul,CLAM,1,.,75,26,MUSCLE,V,2.53,-31.58,4,Pyganodon grandis
25216,.,Manitou-2,.,2022,20-Jul,CLAM,1,.,70,25.7,MUSCLE,V,2.44,-30.97,4.13,Pyganodon grandis
25217,.,Manitou-2,.,2022,20-Jul,CLAM,1,.,78,21.1,MUSCLE,V,3.7,-31.47,4.07,Pyganodon grandis
25218,.,Manitou-2,.,2022,20-Jul,CLAM,1,.,75,23.4,MUSCLE,V,1.94,-32.55,4.15,Pyganodon grandis
25219,.,Manitou-2,.,2022,20-Jul,CLAM,1,.,68,17.6,MUSCLE,V,1.51,-32.72,4.77,Pyganodon grandis
25288,001-00-001,Manitou-2,.,2022,20-Jul,LT,1,700,760,3841,MUSCLE,V,10.99,-28.26,3.37,.
25289,005-00-001,Manitou-2,.,2022,20-Jul,LT,1,507,552,1351,MUSCLE,V,9.59,-29.44,3.41,.
25290,006-00-009,Manitou-2,.,2022,20-Jul,LT,1,501,551,1574,MUSCLE,V,9.9,-30.23,3.59,.
25291,040-00-001,Manitou-2,.,2022,20-Jul,LT,1,699,766,3808,MUSCLE,V,11.54,-29.27,3.51,.
25292,040-00-002,Manitou-2,.,2022,20-Jul,LT,1,480,525,1161,MUSCLE,V,9.52,-30.91,3.85,.
