SIA SAM,FISH,WBY,REGION,YEAR,DAY,TAXON,COMP,FLEN,TLEN,RWT,Tissue,Check,Del 15N,Del 13C,C/N,Comments
8004,010-02-016,Pagwachuan,.,2012,.,LT,1,.,765,4400,MUSCLE,V,12.99,-29.29,4.65,.
8005,011-02-005,Pagwachuan,.,2012,.,LT,1,.,661,3100,MUSCLE,V,12.03,-31.08,5.02,.
8006,012-01-004,Pagwachuan,.,2012,.,LT,1,.,613,2500,MUSCLE,V,12.68,-31.06,5.17,.
8007,014-02-008,Pagwachuan,.,2012,.,LT,1,.,603,2000,MUSCLE,V,12,-31.67,5.39,.
8008,020-01-009,Pagwachuan,.,2012,.,LT,1,.,717,3950,MUSCLE,V,12.95,-28.47,4.01,.
8009,021-01-003,Pagwachuan,.,2012,.,LT,1,.,708,3500,MUSCLE,V,11.63,-29.64,4.71,.
8010,027-01-009,Pagwachuan,.,2012,.,LT,1,.,644,2600,MUSCLE,V,13.06,-30.04,5.19,.
8011,027-02-022,Pagwachuan,.,2012,.,LT,1,.,632,2900,MUSCLE,V,12.13,-30.11,4.19,.
12733,.,Pagwachuan,.,2014,.,CLAM,1,.,42,4.7,MUSCLE,V,2.08,-31.15,3.89,.
12734,.,Pagwachuan,.,2014,.,CLAM,1,.,72,26.8,MUSCLE,V,1.55,-30.96,3.78,.
12735,.,Pagwachuan,.,2014,.,CLAM,1,.,73,30.4,MUSCLE,V,1.91,-30.62,3.85,.
12736,.,Pagwachuan,.,2014,.,CLAM,1,.,82,37.7,MUSCLE,V,2.06,-31.43,4.11,.
12737,.,Pagwachuan,.,2014,.,CLAM,1,.,92,54.1,MUSCLE,V,1.89,-31.37,3.95,.
12738,.,Pagwachuan,.,2014,.,CLAM,1,.,85,43.5,MUSCLE,V,1.81,-31.4,3.97,.
12739,.,Pagwachuan,.,2014,.,CLAM,1,.,81,39.1,MUSCLE,V,2.29,-31,3.8,.
12740,.,Pagwachuan,.,2014,.,CLAM,1,.,97,64.4,MUSCLE,V,2.2,-31.2,3.89,.
12741,.,Pagwachuan,.,2014,.,CLAM,1,.,81,35.4,MUSCLE,V,1.96,-31.12,3.94,.
12742,.,Pagwachuan,.,2014,.,CLAM,1,.,95,57.6,MUSCLE,V,2.53,-31.48,4.12,.
19119,16-02-000-007,Pagwachuan,.,2017,15-Aug,LT,1,.,618,2500,MUSCLE,V,11.92,-28.89,3.67,.
19120,17-02-000-019,Pagwachuan,.,2017,15-Aug,LT,1,.,649,2600,MUSCLE,V,11.76,-30.02,3.48,.
19121,31-02-000-009,Pagwachuan,.,2017,15-Aug,LT,1,.,834,7400,MUSCLE,V,12.21,-29.61,4.81,.
19122,40-02-000-007,Pagwachuan,.,2017,15-Aug,LT,1,.,643,2600,MUSCLE,V,12.21,-30.63,4.63,.
1241,.,Panache,.,2006,.,CLAM,1,79,79,28,MUSCLE,V,2.54,-27.64,4.37,.
1242,.,Panache,.,2006,.,CLAM,1,83,83,38.2,MUSCLE,V,2.93,-27.56,3.89,.
1243,.,Panache,.,2006,.,CLAM,1,75,75,27.4,MUSCLE,V,2.31,-27.36,3.83,.
1244,.,Panache,.,2006,.,CLAM,1,80,80,28,MUSCLE,V,2.88,-26.42,3.81,.
1245,.,Panache,.,2006,.,CLAM,1,93,93,50.3,MUSCLE,V,2.09,-27.85,3.99,.
1246,.,Panache,.,2006,.,CLAM,1,73,73,24.3,MUSCLE,V,2.1,-27.41,4.02,.
1247,.,Panache,.,2006,.,CLAM,1,83,83,34.5,MUSCLE,V,2.29,-27.56,3.79,.
1248,.,Panache,.,2006,.,CLAM,1,57,57,14.3,MUSCLE,V,1.6,-27.9,3.95,.
1249,.,Panache,.,2006,.,CLAM,1,54,54,11,MUSCLE,V,1.71,-27.66,3.94,.
1250,.,Panache,.,2006,.,CLAM,1,46,46,4.8,MUSCLE,V,1.37,-27.45,3.85,.
1251,.,Panache,.,2006,.,CRAYFISH,1,.,.,13.9,MUSCLE,V,6.03,-19.52,3.4,.
1252,.,Panache,.,2006,.,CRAYFISH,1,.,.,25.1,MUSCLE,V,4.97,-24.82,3.46,.
1253,.,Panache,.,2006,.,CRAYFISH,1,.,.,25.2,MUSCLE,V,6.71,-21.73,3.44,.
1254,.,Panache,.,2006,.,CRAYFISH,1,.,.,10.8,MUSCLE,V,4.94,-19.56,3.75,.
1255,.,Panache,.,2006,.,CRAYFISH,1,.,.,16.1,MUSCLE,V,5.7,-20.17,3.36,.
1256,.,Panache,.,2006,.,CRAYFISH,1,.,.,7.9,MUSCLE,V,4.07,-21.57,3.58,.
1257,.,Panache,.,2006,.,CRAYFISH,1,.,.,26.8,MUSCLE,V,5.66,-20.17,3.67,.
1258,.,Panache,.,2006,.,CRAYFISH,1,.,.,17.1,MUSCLE,V,5.44,-22.42,3.49,.
1259,.,Panache,.,2006,.,CRAYFISH,1,.,.,20,MUSCLE,V,6.03,-19.92,3.56,.
1260,.,Panache,.,2006,.,CRAYFISH,1,.,.,13.6,MUSCLE,V,4.74,-20.91,3.31,.
1261,.,Panache,.,2006,.,SNAIL,.,.,.,0.8,VISCERA,V,1.18,-20.33,4.74,.
1262,.,Panache,.,2006,.,SNAIL,.,.,.,0.2,VISCERA,V,0.94,-14.08,4.19,.
1263,.,Panache,.,2006,.,SNAIL,.,.,.,0.23,VISCERA,V,1.08,-14.5,4.2,.
5253,43-02-008,Panache,.,2010,.,LT,1,298,330,250,MUSCLE,V,11.6,-26.1,3.11,.
5254,41-01-001,Panache,.,2010,.,LT,1,570,628,2000,MUSCLE,V,11.1,-26.51,3.31,.
5255,41-02-005,Panache,.,2010,.,LT,1,553,605,1850,MUSCLE,V,11.11,-27.28,3.42,.
5256,42-01-004,Panache,.,2010,.,LT,1,413,451,880,MUSCLE,V,10.86,-25.77,3.05,.
5257,45-02-005,Panache,.,2010,.,LT,1,510,562,1500,MUSCLE,V,10.92,-26.39,3.4,.
5258,47-02-003,Panache,.,2010,.,LT,1,252,278,140,MUSCLE,V,11.45,-26.42,3.12,.
5259,48-01-001,Panache,.,2010,.,LT,1,678,745,3450,MUSCLE,V,11,-25.53,3.47,.
5260,49-02-003,Panache,.,2010,.,LT,1,462,510,1040,MUSCLE,V,11.14,-26.67,3.37,.
5261,51-01-003,Panache,.,2010,.,LT,1,204,225,69,MUSCLE,V,11.24,-26.81,3.18,.
5262,55-02-011,Panache,.,2010,.,LT,1,352,396,445,MUSCLE,V,12.2,-25.58,3.06,.
6851,.,Panache,.,2011,.,SNAIL,.,.,12,0.25,VISCERA,V,1.63,-17.29,4.08,.
6852,.,Panache,.,2011,.,SNAIL,.,.,14,0.37,VISCERA,V,1.4,-17.54,4.48,.
6853,.,Panache,.,2011,.,SNAIL,.,.,15,0.4,VISCERA,V,1.47,-17.87,4.59,.
6854,.,Panache,.,2011,.,SNAIL,.,.,16.5,0.42,VISCERA,V,1.53,-17.42,4.4,.
6855,.,Panache,.,2011,.,SNAIL,.,.,17,0.52,VISCERA,V,1.65,-18.65,4.55,.
22456,23,Paradise,.,2020,29-Jul,LT,1,211,240,88,MUSCLE,V,8.92,-30.48,3.16,.
22457,30,Paradise,.,2020,29-Jul,LT,1,567,635,2420,MUSCLE,V,9.68,-29.44,3.69,.
22458,64,Paradise,.,2020,29-Jul,LT,1,288,326,240,MUSCLE,V,8.89,-29.04,3.34,.
22459,118,Paradise,.,2020,29-Jul,LT,1,455,509,1240,MUSCLE,V,9.83,-30.07,3.29,.
22460,155,Paradise,.,2020,29-Jul,LT,1,581,640,2900,MUSCLE,V,9.84,-29.12,4.67,.
22461,156,Paradise,.,2020,29-Jul,LT,1,520,582,1660,MUSCLE,V,10.02,-29.13,3.59,.
22462,157,Paradise,.,2020,29-Jul,LT,1,427,472,960,MUSCLE,V,9.72,-29.53,3.37,.
22463,170,Paradise,.,2020,29-Jul,LT,1,229,258,102,MUSCLE,V,9.12,-29.82,3.17,.
22464,187,Paradise,.,2020,29-Jul,LT,1,354,398,600,MUSCLE,V,9.66,-28.97,3.29,.
22465,193,Paradise,.,2020,29-Jul,LT,1,428,478,880,MUSCLE,V,9.77,-28.47,3.25,.
22524,22,Paradise,.,2020,29-Jul,LT,1,155,173,38.1,MUSCLE,V,9.31,-31.16,3.24,.
22525,168,Paradise,.,2020,29-Jul,LT,1,171,195,53,MUSCLE,V,8.84,-31.17,3.28,.
22526,179,Paradise,.,2020,29-Jul,LT,1,157,176,38.9,MUSCLE,V,9.06,-30.83,3.28,.
22527,185,Paradise,.,2020,29-Jul,LT,1,180,203,58.9,MUSCLE,V,9.18,-31.49,3.31,.
22528,186,Paradise,.,2020,29-Jul,LT,1,208,223,93,MUSCLE,V,9.55,-29.04,3.26,.
23325,.,Paradise,.,2020,29-Jul,CLAM,1,.,109,58.94,MUSCLE,V,2.67,-32.13,4.54,.
23326,.,Paradise,.,2020,29-Jul,CLAM,1,.,105,71.3,MUSCLE,V,2.82,-31.02,3.86,.
23327,.,Paradise,.,2020,29-Jul,CLAM,1,.,107,60.7,MUSCLE,V,2.93,-31.15,4.43,.
23328,.,Paradise,.,2020,29-Jul,CLAM,1,.,80,24.24,MUSCLE,V,1.67,-32.58,5.27,.
23329,.,Paradise,.,2020,29-Jul,CLAM,1,.,78,27.74,MUSCLE,V,2.21,-31.69,4.35,.
23339,.,Paradise,.,2020,29-Jul,LT,1,.,187,51.53,MUSCLE,V,9.12,-30.62,3.47,#24 or 144
23847,.,Paradise,.,2021,16-Sep,CLAM,1,.,70,18.4,MUSCLE,V,2.26,-31.37,4.18,Pyganodon grandis
23848,.,Paradise,.,2021,16-Sep,CLAM,1,.,80,31.9,MUSCLE,V,2.29,-30.73,4.2,Pyganodon grandis
23849,.,Paradise,.,2021,16-Sep,CLAM,1,.,86,41.2,MUSCLE,V,2.45,-31.46,4.31,Pyganodon grandis
23850,.,Paradise,.,2021,16-Sep,CLAM,1,.,95,61.1,MUSCLE,V,2.42,-31.43,4.17,Pyganodon grandis
23851,.,Paradise,.,2021,16-Sep,CLAM,1,.,102,68,MUSCLE,V,2.52,-31.88,4.43,Pyganodon grandis
12184,04-02-007,Radisson,.,2014,05-Aug,LT,1,.,642,1750,MUSCLE,V,10.87,-25.22,3.09,.
12185,04-02-008,Radisson,.,2014,05-Aug,LT,1,.,566,1500,MUSCLE,V,10.83,-24.11,3.26,.
12186,04-02-009,Radisson,.,2014,05-Aug,LT,1,.,302,170,MUSCLE,V,10.31,-25.7,3.22,.
12187,11-02-003,Radisson,.,2014,05-Aug,LT,1,.,505,1000,MUSCLE,V,10.4,-26.95,3.53,.
12188,14-01-001,Radisson,.,2014,05-Aug,LT,1,.,454,650,MUSCLE,V,10.03,-26.84,3.2,.
12189,14-01-002,Radisson,.,2014,05-Aug,LT,1,.,402,450,MUSCLE,V,10.82,-26.27,3.11,.
12190,15-02-001,Radisson,.,2014,05-Aug,LT,1,.,640,2400,MUSCLE,V,11.55,-25.51,3.18,.
12191,22-02-005,Radisson,.,2014,05-Aug,LT,1,.,571,1550,MUSCLE,V,10.97,-26.31,3.44,.
12192,24-01-001,Radisson,.,2014,05-Aug,LT,1,.,409,470,MUSCLE,V,10.51,-27,3.2,.
12193,27-01-001,Radisson,.,2014,05-Aug,LT,1,.,519,1100,MUSCLE,V,10.35,-27.39,3.51,.
17815,.,Radisson,.,2016,.,SNAIL,1,.,.,7.6,VISCERA,V,0.7,-16.27,4.4,Lymnaeidae
17816,.,Radisson,.,2016,.,SNAIL,1,.,.,7.1,VISCERA,V,1.46,-15.54,4.16,Lymnaeidae
17817,.,Radisson,.,2016,.,SNAIL,1,.,.,4.2,VISCERA,V,0.82,-18.82,4.26,Lymnaeidae
17818,.,Radisson,.,2016,.,SNAIL,1,.,.,5.6,VISCERA,V,0.89,-18.95,4.36,Lymnaeidae
17819,.,Radisson,.,2016,.,SNAIL,1,.,.,4.9,VISCERA,V,0.56,-18.04,4.05,Lymnaeidae
17820,.,Radisson,.,2016,.,SNAIL,1,.,.,2.7,VISCERA,V,1.11,-16.65,4.22,Lymnaeidae
17821,.,Radisson,.,2016,.,CLAM,1,.,73,14,MUSCLE,V,2.14,-29.44,3.67,.
17822,.,Radisson,.,2016,.,CLAM,1,.,97,49.6,MUSCLE,V,2.01,-29.57,3.78,.
17823,.,Radisson,.,2016,.,CLAM,1,.,93,42.5,MUSCLE,V,2.17,-28.22,3.5,.
17824,.,Radisson,.,2016,.,CLAM,1,.,99,43.6,MUSCLE,V,2.02,-29.48,3.69,.
17825,.,Radisson,.,2016,.,CLAM,1,.,81,34.6,MUSCLE,V,1.9,-29.16,3.68,.
17826,.,Radisson,.,2016,.,CLAM,1,.,77,19.5,MUSCLE,V,2.2,-29.43,3.68,.
17827,.,Radisson,.,2016,.,CLAM,1,.,87,35.8,MUSCLE,V,2.06,-29.84,3.99,.
17828,.,Radisson,.,2016,.,CLAM,1,.,87,38.3,MUSCLE,V,2.28,-29.13,3.58,.
17829,.,Radisson,.,2016,.,CLAM,1,.,111,170,MUSCLE,V,2.2,-28.39,3.54,.
17830,.,Radisson,.,2016,.,CLAM,1,.,126,216.4,MUSCLE,V,2.24,-28.41,3.57,.
17831,.,Radisson,.,2016,.,CLAM,1,.,113,192,MUSCLE,V,2,-28.2,3.57,.
3024,20,Raven,.,2009,21-Jul,LT,1,447,497,920,MUSCLE,V,12.97,-27.38,3.22,.
3025,82,Raven,.,2009,22-Jul,LT,1,589,641,2320,MUSCLE,V,12.6,-27.92,3.55,.
3026,96,Raven,.,2009,23-Jul,LT,1,566,628,1760,MUSCLE,V,12.83,-27.23,3.31,.
3027,97,Raven,.,2009,23-Jul,LT,1,298,331,250,MUSCLE,V,11.92,-28,3.33,.
3028,99,Raven,.,2009,23-Jul,LT,1,566,622,1960,MUSCLE,V,12.87,-28.06,3.27,.
3029,100,Raven,.,2009,23-Jul,LT,1,374,415,500,MUSCLE,V,11.91,-28.01,3.39,.
3030,101,Raven,.,2009,23-Jul,LT,1,352,392,460,MUSCLE,V,11.7,-27.78,3.31,.
3031,114,Raven,.,2009,24-Jul,LT,1,635,702,2650,MUSCLE,V,12.76,-27.22,3.5,.
3032,115,Raven,.,2009,24-Jul,LT,1,180,198,50,MUSCLE,V,11.95,-28.39,3.26,.
3033,118,Raven,.,2009,24-Jul,LT,1,240,266,125,MUSCLE,V,12.52,-27.42,3.32,.
4693,.,Raven,.,2010,.,CRAYFISH,2,.,.,0.95,MUSCLE,V,5.84,-22.86,3.11,.
4694,.,Raven,.,2010,.,CRAYFISH,2,.,.,0.9,MUSCLE,V,5.23,-23.33,3.06,.
4695,.,Raven,.,2010,.,CRAYFISH,2,.,.,0.7,MUSCLE,V,5.31,-23.96,3.08,.
4696,.,Raven,.,2010,.,CRAYFISH,1,.,.,2.5,MUSCLE,V,5.37,-24.49,3.11,.
4697,.,Raven,.,2010,.,SNAIL,1,.,.,3,VISCERA,V,2.05,-19.31,3.62,"light, spiral"
4698,.,Raven,.,2010,.,SNAIL,1,.,.,3.3,VISCERA,V,2.2,-17.95,4.01,"light, spiral"
4699,.,Raven,.,2010,.,SNAIL,4,.,.,0.51,VISCERA,V,1.7,-17.69,4.65,"dark, spiral"
4700,.,Raven,.,2010,.,SNAIL,4,.,.,0.5,VISCERA,V,1.95,-18,4.5,"dark, spiral"
4701,.,Raven,.,2010,.,SNAIL,6,.,.,0.28,VISCERA,V,1.88,-19.82,4.04,"dark, spiral"
4702,.,Raven,.,2010,.,SNAIL,6,.,.,0.16,VISCERA,V,2.47,-21.2,4.12,Planorbidae
4703,.,Raven,.,2010,.,SNAIL,9,.,.,0.25,VISCERA,V,2.34,-17.72,4.57,Planorbidae
4704,.,Raven,.,2010,.,CLAM,1,55,55,10,MUSCLE,V,3.39,-30.91,3.74,.
4705,.,Raven,.,2010,.,CLAM,1,70,70,22,MUSCLE,V,3.19,-31.59,4.63,.
4706,.,Raven,.,2010,.,CLAM,1,68,68,21.3,MUSCLE,V,3.98,-32.11,4.68,.
4707,.,Raven,.,2010,.,CLAM,1,88,88,59.1,MUSCLE,V,4.08,-31.3,3.93,.
4708,.,Raven,.,2010,.,CLAM,1,72,72,22.9,MUSCLE,V,3.65,-30.08,3.57,.
4709,.,Raven,.,2010,.,CLAM,1,86,86,41.9,MUSCLE,V,3.6,-30.63,3.92,.
4710,.,Raven,.,2010,.,CLAM,1,89,89,43.8,MUSCLE,V,3.91,-31.03,4.07,.
4711,.,Raven,.,2010,.,CLAM,1,86,86,41.6,MUSCLE,V,4.06,-29.83,3.49,.
4712,.,Raven,.,2010,.,CLAM,1,65,65,20.4,MUSCLE,V,3.49,-30.32,3.61,.
4713,.,Raven,.,2010,.,CLAM,1,48,48,8,MUSCLE,V,3.86,-30.8,3.69,.
5748,05-01-011,Raven,.,2010,.,LT,1,.,525,1240,MUSCLE,V,11.62,-28,3.38,.
5749,05-02-024,Raven,.,2010,.,LT,1,.,446,670,MUSCLE,V,11.53,-28.43,3.37,.
5750,05-02-025,Raven,.,2010,.,LT,1,.,570,1798,MUSCLE,V,9.29,-27.72,3.34,.
6218,02-00-007,Rawson,.,2010,.,LT,1,.,310,345,MUSCLE,V,8.82,-31.36,3.3,.
6219,02-00-008,Rawson,.,2010,.,LT,1,.,335,268,MUSCLE,V,9.42,-31.97,3.28,.
6220,02-00-011,Rawson,.,2010,.,LT,1,.,405,540,MUSCLE,V,7.85,-31.69,3.3,.
6221,03-00-004,Rawson,.,2010,.,LT,1,.,403,500,MUSCLE,V,7.9,-30.84,3.25,.
6222,03-00-014,Rawson,.,2010,.,LT,1,.,410,590,MUSCLE,V,7.61,-31.22,3.29,.
6223,03-00-015,Rawson,.,2010,.,LT,1,.,442,680,MUSCLE,V,8.12,-29.71,3.28,.
6224,05-00-004,Rawson,.,2010,.,LT,1,.,430,550,MUSCLE,V,8.11,-29.85,3.24,.
6225,05-00-005,Rawson,.,2010,.,LT,1,.,422,540,MUSCLE,V,7.71,-29.17,3.24,.
6226,05-00-006,Rawson,.,2010,.,LT,1,.,485,850,MUSCLE,V,9.21,-28.6,3.26,.
6227,05-00-013,Rawson,.,2010,.,LT,1,.,453,685,MUSCLE,V,8.12,-29.57,3.39,.
7798,.,Rawson,.,2011,.,HEPTAGEN,.,.,.,0.2,BODY,V,2.21,-23.98,4.24,.
7799,.,Rawson,.,2011,.,HEPTAGEN,.,.,.,0.2,BODY,V,2.34,-24.52,4.42,.
7800,.,Rawson,.,2011,.,HEPTAGEN,.,.,.,0.3,BODY,V,2.17,-24.3,4.61,.
7801,.,Rawson,.,2011,.,HEPTAGEN,.,.,.,0.2,BODY,V,2.33,-23.54,4.22,.
7802,.,Rawson,.,2011,.,HEPTAGEN,.,.,.,0.3,BODY,V,2.18,-22.82,4.3,.
7803,.,Rawson,.,2011,.,HEPTAGEN,.,.,.,0.2,BODY,V,2.45,-24.01,4.73,.
7804,.,Rawson,.,2011,.,HEPTAGEN,.,.,.,0.3,BODY,V,2.69,-24.59,4.19,.
7805,.,Rawson,.,2011,.,HEPTAGEN,.,.,.,0.3,BODY,V,2.57,-24.38,4.28,.
22352,4,Rawson,.,2020,02-Sep,LT,1,313,355,300,MUSCLE,V,8.14,-30.52,3.22,.
22353,79,Rawson,.,2020,02-Sep,LT,1,373,414,580,MUSCLE,V,7.71,-31.23,3.3,.
22354,92,Rawson,.,2020,02-Sep,LT,1,390,432,660,MUSCLE,V,8.69,-30.54,3.27,.
22355,95,Rawson,.,2020,02-Sep,LT,1,283,315,202,MUSCLE,V,8,-31.45,3.2,.
22356,100,Rawson,.,2020,02-Sep,LT,1,232,258,114,MUSCLE,V,8.15,-31.84,3.26,.
22357,172,Rawson,.,2020,02-Sep,LT,1,449,491,1200,MUSCLE,V,9.17,-28.93,3.38,.
22358,173,Rawson,.,2020,02-Sep,LT,1,688,755,5100,MUSCLE,V,10.35,-27.67,4.78,.
22359,174,Rawson,.,2020,02-Sep,LT,1,347,388,450,MUSCLE,V,8.43,-30.95,3.25,.
22360,189,Rawson,.,2020,02-Sep,LT,1,409,454,740,MUSCLE,V,8.08,-29.33,3.21,.
22361,191,Rawson,.,2020,02-Sep,LT,1,310,346,298,MUSCLE,V,7.72,-30.55,3.25,.
22540,7,Rawson,.,2020,02-Sep,LT,1,94,101,7.4,MUSCLE,V,8.37,-31,3.29,.
22541,180,Rawson,.,2020,02-Sep,LT,1,168,191,59.4,MUSCLE,V,8.43,-31.68,3.28,.
22542,224,Rawson,.,2020,02-Sep,LT,1,166,187,53.6,MUSCLE,V,8.9,-32.96,3.23,.
22543,185,Rawson,.,2020,02-Sep,LT,1,180,204,64,MUSCLE,V,8.79,-32.37,3.25,.
22544,76,Rawson,.,2020,02-Sep,LT,1,192,215,86.1,MUSCLE,V,8.53,-32.55,3.37,.
23962,.,Rawson,.,2020,02-Sep,HEPTAGEN,.,.,.,.,BODY,V,0.21,-21.52,4.32,.
12395,02-01-000-003,Rib,.,2014,18-Aug,LT,1,.,543,1400,MUSCLE,V,9.9,-27.94,3.85,.
12396,02-01-000-004,Rib,.,2014,18-Aug,LT,1,.,280,160,MUSCLE,V,10.84,-26.51,3.3,.
12397,06-02-000-004,Rib,.,2014,18-Aug,LT,1,.,585,1650,MUSCLE,V,9.77,-26.95,3.39,.
12398,11-02-000-003,Rib,.,2014,18-Aug,LT,1,.,510,1100,MUSCLE,V,9.26,-26.73,3.55,.
12399,17-02-000-003,Rib,.,2014,18-Aug,LT,1,.,448,750,MUSCLE,V,9.45,-26.69,3.31,.
12400,29-02-000-001,Rib,.,2014,18-Aug,LT,1,.,172,55,MUSCLE,V,9.6,-27.49,3.27,.
16214,17,Rib,.,2016,11-May,LT,1,.,531,1100,MUSCLE,V,9.62,-27.12,3.41,.
16215,18,Rib,.,2016,11-May,LT,1,.,513,1000,MUSCLE,V,9.42,-27.43,3.53,.
16216,31,Rib,.,2016,12-May,LT,1,.,561,1260,MUSCLE,V,9.58,-26.91,3.57,.
16217,32,Rib,.,2016,12-May,LT,1,.,538,1140,MUSCLE,V,9.45,-27.42,3.49,.
16218,34,Rib,.,2016,12-May,LT,1,.,663,2450,MUSCLE,V,10.19,-26.88,3.61,.
16219,35,Rib,.,2016,12-May,LT,1,.,546,1250,MUSCLE,V,8.67,-27.73,3.74,.
17807,.,Rib,.,2016,.,SNAIL,1,.,.,3.6,VISCERA,V,-0.55,-22.71,4.22,Lymnaeidae
17808,.,Rib,.,2016,.,SNAIL,1,.,.,2.8,VISCERA,V,-0.42,-21.01,4.06,Lymnaeidae
17809,.,Rib,.,2016,.,SNAIL,1,.,.,4.7,VISCERA,V,-0.43,-17.26,4.53,Lymnaeidae
17810,.,Rib,.,2016,.,SNAIL,1,.,.,4.3,VISCERA,V,-0.38,-19.79,4.38,Lymnaeidae
17811,.,Rib,.,2016,.,SNAIL,1,.,.,4.3,VISCERA,V,-0.11,-17.36,4.48,Lymnaeidae
17812,.,Rib,.,2016,.,SNAIL,1,.,.,3.7,VISCERA,V,-0.32,-17.52,4.36,Lymnaeidae
17813,.,Rib,.,2016,.,CLAM,1,.,80,17.9,MUSCLE,V,2.12,-29.79,3.45,.
17814,.,Rib,.,2016,.,CLAM,1,.,78,24.4,MUSCLE,V,1.97,-30.51,4.01,.
24845,89,Rushbrook,.,2022,29-Jun,LT,1,589,630,2400,MUSCLE,V,10.7,-26.89,3.53,.
24846,90,Rushbrook,.,2022,29-Jun,LT,1,182,200,55,MUSCLE,V,10.26,-28.08,3.21,.
24847,101,Rushbrook,.,2022,29-Jun,LT,1,585,646,2050,MUSCLE,V,10.99,-25.35,3.29,.
24848,104,Rushbrook,.,2022,29-Jun,LT,1,445,475,1000,MUSCLE,V,9.61,-30.05,3.55,.
24849,201,Rushbrook,.,2022,29-Jun,LT,1,655,710,3500,MUSCLE,V,10.32,-26.53,3.86,.
24850,208,Rushbrook,.,2022,29-Jun,LT,1,470,520,1250,MUSCLE,V,10.42,-28.31,3.43,.
24851,209,Rushbrook,.,2022,29-Jun,LT,1,555,607,1625,MUSCLE,V,10.83,-26.91,3.59,.
24852,210,Rushbrook,.,2022,29-Jun,LT,1,195,210,60,MUSCLE,V,9.88,-28.59,3.23,.
24853,235,Rushbrook,.,2022,29-Jun,LT,1,496,535,1130,MUSCLE,V,10.09,-28.75,3.38,.
24854,247,Rushbrook,.,2022,29-Jun,LT,1,180,194,60,MUSCLE,V,9.59,-30.38,3.29,.
24855,1,Rushbrook,.,2022,29-Jun,LT,1,486,535,1150,MUSCLE,V,9.85,-29.3,3.55,.
24946,.,Rushbrook,.,2022,29-Jun,CLAM,1,.,70,18.64,MUSCLE,V,3.44,-31.01,5.69,Anodontoides ferussacianus
24947,.,Rushbrook,.,2022,29-Jun,CLAM,1,.,70,18.37,MUSCLE,V,4.01,-31.48,6.27,Anodontoides ferussacianus
24948,.,Rushbrook,.,2022,29-Jun,CLAM,1,.,68,17.32,MUSCLE,V,3.39,-30.89,5.65,Anodontoides ferussacianus
24949,.,Rushbrook,.,2022,29-Jun,CLAM,1,.,72,18.58,MUSCLE,V,4.89,-29.24,4.88,Anodontoides ferussacianus
24950,.,Rushbrook,.,2022,29-Jun,CLAM,1,.,75,19.45,MUSCLE,V,3.33,-31.26,5.88,Anodontoides ferussacianus
24951,.,Rushbrook,.,2022,29-Jun,CLAM,1,.,77,23.54,MUSCLE,V,3.55,-30.84,5.56,Anodontoides ferussacianus
24952,.,Rushbrook,.,2022,29-Jun,CLAM,1,.,78,23.78,MUSCLE,V,3.74,-30.31,5,Anodontoides ferussacianus
24953,.,Rushbrook,.,2022,29-Jun,CLAM,1,.,78,18.13,MUSCLE,V,3.75,-30.5,5.17,Anodontoides ferussacianus
24954,.,Rushbrook,.,2022,29-Jun,CLAM,1,.,81,25.84,MUSCLE,V,4.05,-31.17,6.51,Anodontoides ferussacianus
24955,.,Rushbrook,.,2022,29-Jun,CLAM,1,.,85,29.41,MUSCLE,V,4.06,-30.87,5.05,Anodontoides ferussacianus
24971,.,Rushbrook,.,2022,29-Jun,SNAIL,2,.,.,0.38,VISCERA,V,4.8,-25.88,4.06,.
24972,.,Rushbrook,.,2022,29-Jun,SNAIL,1,.,.,0.48,VISCERA,V,3.86,-24.84,4,.
24973,.,Rushbrook,.,2022,29-Jun,SNAIL,1,.,.,0.52,VISCERA,V,3.41,-26.58,4.24,.
24974,.,Rushbrook,.,2022,29-Jun,SNAIL,1,.,.,0.88,VISCERA,V,2.03,-20.66,4.29,.
24975,.,Rushbrook,.,2022,29-Jun,SNAIL,1,.,.,0.77,VISCERA,V,2.33,-22.39,4.3,.
24976,.,Rushbrook,.,2022,29-Jun,SNAIL,1,.,.,0.82,VISCERA,V,2.23,-22.69,4.27,.
24977,.,Rushbrook,.,2022,29-Jun,SNAIL,1,.,.,0.98,VISCERA,V,3.69,-21.65,4.12,.
25027,.,Rushbrook,.,2022,29-Jun,AMPHIPOD,25,.,.,.,BODY,V,3.8,-28.26,4.98,.
25028,.,Rushbrook,.,2022,29-Jun,HEPTAGEN,20,.,.,.,BODY,V,1.02,-24.41,5.14,.
25029,.,Rushbrook,.,2022,29-Jun,HEPTAGEN,20,.,.,.,BODY,V,1.19,-24.42,5.15,.
16507,30,Scotch,.,2016,28-Jun,LT,1,.,1044,22259,MUSCLE,V,11.96,-30.38,7.96,.
16508,44,Scotch,.,2016,28-Jun,LT,1,.,846,6800,MUSCLE,V,11.41,-28.52,4.43,.
16509,65,Scotch,.,2016,29-Jun,LT,1,.,307,210,MUSCLE,V,8.89,-28.42,3.21,.
16510,69,Scotch,.,2016,30-Jun,LT,1,.,835,6500,MUSCLE,V,11.25,-28.36,3.96,.
16511,72,Scotch,.,2016,01-Jul,LT,1,.,709,3600,MUSCLE,V,10.37,-28.55,3.92,.
