"","Lake_Name","Trophic_Category","Taxonomic_ID_Code","d15N","d13C","CN_Ratio","d13C_Cor","SI_ID","Trophic_Group"
"740","Catfish","PRED","81",12.888176,-29.71016906125,"3.64371134359693",-29.422894831089,"CF6","LakeTrout"
"741","Catfish","PRED","81",12.4608608,-30.0238611334706,"3.97538005351202",-29.4082348804937,"CF5","LakeTrout"
"742","Catfish","PRED","81",12.4577792,-28.9436007248929,"3.23328217350066",-29.0626513731273,"CF4","LakeTrout"
"743","Catfish","PRED","81",12.2636384,-29.2790806577442,"3.61828447535514",-29.0169790271426,"CF8","LakeTrout"
"744","Catfish","PRED","81",11.8846016,-28.557861973429,"3.16410044836483",-28.7454025295478,"CF3","LakeTrout"
"745","Catfish","PRED","81",12.8717408,-28.4969444254668,"3.21249025454759",-28.6365790734647,"CF1","LakeTrout"
"746","Catfish","PRED","81",12.9867872,-28.1844110048639,"3.12531491787498",-28.4103492361677,"CF7","LakeTrout"
"747","Cecil","LITTORAL","caddisfly",0.291173913043478,-25.2383026062906,"6.1705388553046",-22.449469139539,"CEC043","Invert"
"748","Cecil","LITTORAL","dragonfly",3.05917391304348,-22.164373579585,"5.03035241133772",-20.5043246923607,"CEC044","Invert"
"749","Cecil","LITTORAL","leech",1.0102380952381,-24.4110485144954,"4.71547904715295",-23.0627242578139,"CEC004","Invert"
"750","Cecil","LITTORAL","snail",1.2112380952381,-24.4974373001725,"4.62617633141687",-23.2375227320698,"CEC005","Snail"
"751","Cecil","PELAGIC","mussel",1.61217391304348,-28.4614450599326,"4.07963103895989",-27.7426103313623,"CEC060","Mussel"
"752","Cecil","PELAGIC","mussel",1.45817391304348,-28.6028514803731,"4.3285846423462",-27.6375526844503,"CEC061","Mussel"
"753","Cecil","PFF","93",6.78817391304348,-27.6611972877641,"3.27385905768993",-27.7400768206511,"CEC037","Cisco"
"754","Cecil","PFF","93",6.0182380952381,-27.5569216050267,"3.40398131530121",-27.5069801028785,"CEC032","Cisco"
"755","Cecil","PFF","93",5.9422380952381,-27.4174515812995,"3.27246593958642",-27.4977103011089,"CEC030","Cisco"
"756","Cecil","PFF","93",6.4072380952381,-27.3360731497436,"3.35076214672454",-27.3388186244864,"CEC033","Cisco"
"757","Cecil","PFF","93",5.8982380952381,-27.1139585294423,"3.2468942261093",-27.2195332455941,"CEC035","Cisco"
"758","Cecil","PFF","93",5.9052380952381,-27.0323004214238,"3.26489734318926",-27.1200520516664,"CEC027","Cisco"
"759","Cecil","PFF","93",5.46317391304348,-26.864955510275,"3.09970885552495",-27.1162437433053,"CEC036","Cisco"
"760","Cecil","PFF","93",6.41817391304348,-26.6510192138962,"2.93532291873534",-27.0650495243483,"CEC038","Cisco"
"761","Cecil","PFF","93",5.4382380952381,-26.7614407745834,"3.08938613920031",-27.0229484967751,"CEC029","Cisco"
"762","Cecil","PFF","93",6.81717391304348,-26.6501866404614,"2.98189898705993",-27.0181066432721,"CEC040","Cisco"
"763","Cecil","PFF","93",6.3012380952381,-26.6609120544645,"3.12837608289546",-26.883819732398,"CEC034","Cisco"
"764","Cecil","PFF","93",5.8642380952381,-26.6403990748868,"3.2281294686062",-26.7645509009666,"CEC031","Cisco"
"765","Cecil","PFF","91",7.72617391304348,-28.2694451332644,"3.03371650951957",-28.58606578884,"CEC039","OtherPFF"
"766","Cecil","PFF","91",7.4592380952381,-27.4860645043708,"3.13842204152543",-27.6990266832606,"CEC028","OtherPFF"
"767","Cecil","PFF","91",7.12417391304348,-27.0827317964253,"3.05048604874445",-27.3827506081683,"CEC042","OtherPFF"
"768","Cecil","PRED","81",9.75317391304348,-26.7000085665936,"3.28517014918137",-26.767690118904,"CEC063","LakeTrout"
"769","Cecil","PRED","81",10.4401739130435,-26.7827246137147,"3.48862412713939",-26.6489867278467,"CEC064","LakeTrout"
"770","Cecil","PRED","81",8.73717391304348,-26.9504409478934,"3.73368156878383",-26.5740961947974,"CEC068","LakeTrout"
"771","Cecil","PRED","81",10.3641739130435,-26.3982097841759,"3.25282758120131",-26.4979104787866,"CEC080","LakeTrout"
"772","Cecil","PRED","81",9.45617391304348,-26.5401916136735,"3.40594878760676",-26.4883023139428,"CEC074","LakeTrout"
"773","Cecil","PRED","81",9.44317391304348,-26.1615817661521,"3.21415366201274",-26.2995696407595,"CEC062","LakeTrout"
"774","Cecil","PRED","81",9.40317391304348,-27.9152483147789,"4.08529369574384",-27.1908075559925,"CEC072","LakeTrout"
"775","Cecil","PRED","81",9.34717391304348,-26.7803095218439,"3.25832709463422",-26.8745656981561,"CEC066","LakeTrout"
"776","Cecil","PRED","81",9.34117391304348,-26.4064248800267,"3.30852655287169",-26.4509835926837,"CEC071","LakeTrout"
"777","Cecil","PRED","81",9.74117391304348,-26.3071340513952,"3.23031847428589",-26.4291187618522,"CEC065","LakeTrout"
"778","Cecil","PRED","81",9.26517391304348,-26.107485566408,"3.2380230100464",-26.221842786462,"CEC078","LakeTrout"
"779","Cecil","PRED","81",9.53217391304348,-26.2408563467222,"3.38802408822749",-26.206712499377,"CEC079","LakeTrout"
"780","Cecil","PRED","81",9.92617391304348,-25.7390710486525,"3.15920294317879",-25.9314601349055,"CEC075","LakeTrout"
"781","Cecil","PRED","81",9.39417391304348,-25.756039807623,"3.19559998994831",-25.9123958175742,"CEC070","LakeTrout"
"782","Cecil","PRED","81",9.76617391304348,-24.5659022203302,"3.09341706506393",-24.8234193259169,"CEC073","LakeTrout"
"783","Cecil","PRED","81",9.24017391304348,-24.5844287050082,"3.19156445545285",-24.7447798941099,"CEC069","LakeTrout"
"784","Cecil","PRED","81",10.1451739130435,-24.5266081607328,"3.34979852296978",-24.5303076229927,"CEC076","LakeTrout"
"785","Cecil","PRED","81",8.13817391304348,-23.4428635828643,"3.06462638011914",-23.7288834665463,"CEC077","LakeTrout"
"786","Charleston","LITTORAL","crayfish",5.62317391304348,-23.9986860632113,"4.31129339743507",-23.0505055997506,"CH012","Invert"
"787","Charleston","LITTORAL","dragonfly",4.35517391304348,-24.223004541517,"4.13136793440672",-23.4529502864543,"CH018","Invert"
"788","Charleston","LITTORAL","dragonfly",3.43667391304348,-24.0592642825981,"5.16808695384625",-22.2628581982903,"CH010","Invert"
"789","Charleston","LITTORAL","dragonfly",3.88317391304348,-21.0136660435998,"4.76497022237791",-19.6163455234457,"CH007","Invert"
"790","Charleston","LITTORAL","dragonfly",4.67117391304348,-20.8385874203424,"4.93074241216046",-19.2771524323035,"CH011","Invert"
"791","Charleston","LITTORAL","dragonfly",5.62317391304348,-23.9986860632113,"4.31129339743507",-23.0505055997506,"CH112","Invert"
"792","Charleston","LITTORAL","insect",3.69117391304348,-21.2072572732668,"5.72821473545345",-18.8563246851679,"CH026","Invert"
"793","Charleston","LITTORAL","mayfly",3.21717391304348,-21.0162349509246,"5.17515961933632",-19.2128269277816,"CH029","Invert"
"794","Charleston","LITTORAL","snail",3.43667391304348,-24.0592642825981,"5.16808695384625",-22.2628581982903,"CH210","Snail"
"795","Charleston","LITTORAL","snail",3.88317391304348,-21.0136660435998,"4.76497022237791",-19.6163455234457,"CH307","Snail"
"796","Charleston","LITTORAL","snail",4.67117391304348,-20.8385874203424,"4.93074241216046",-19.2771524323035,"CH211","Snail"
"797","Charleston","PELAGIC","zebra mussel",5.03617391304348,-30.5427773966064,"4.14946556787295",-29.7548064844122,"CH022","Mussel"
"798","Charleston","PELAGIC","zebra mussel",4.96017391304348,-30.3305662326,"4.06895405520212",-29.6223017179499,"CH024","Mussel"
"799","Charleston","PELAGIC","zebra mussel",5.14317391304348,-30.1508738498771,"4.07139380657604",-29.4401939813669,"CH023","Mussel"
"800","Charleston","PELAGIC","zooplankton",6.09317391304348,-32.615578962638,"6.2222846878862",-29.7755171216306,"CH034","Zoops"
"801","Charleston","PFF","93",13.3806739130435,-32.6895069411605,"3.88293688169085",-32.1653994282865,"CHF002","Cisco"
"802","Charleston","PFF","93",13.2971739130435,-31.953262586968,"3.50708618863652",-31.8012472602178,"CHF007","Cisco"
"803","Charleston","PFF","93",12.9491739130435,-31.8516215183175,"3.46451030053351",-31.7417563207893,"CHF005","Cisco"
"804","Charleston","PFF","93",13.4591739130435,-32.4258395046451,"4.1265897577658",-31.660515644457,"CHF004","Cisco"
"805","Charleston","PFF","93",13.5881739130435,-31.7490643866257,"3.47535209902076",-31.6284658085951,"CHF006","Cisco"
"806","Charleston","PFF","93",13.5341739130435,-31.5947621563815,"3.42627249326588",-31.5227523880483,"CHF009","Cisco"
"807","Charleston","PFF","93",13.9691739130435,-32.1643268647045,"4.0114513992382",-31.5129899794587,"CHF001","Cisco"
"808","Charleston","PFF","93",13.6441739130435,-31.7832679205695,"3.63156524098419",-31.5080183319951,"CHF008","Cisco"
"809","Charleston","PFF","93",12.6401739130435,-31.2946667643788,"3.41133451846744",-31.237445591096,"CHF014","Cisco"
"810","Charleston","PFF","93",13.1081739130435,-31.1513270448992,"3.26994328064857",-31.2340831970571,"CHF003","Cisco"
"811","Charleston","PFF","93",12.4991739130435,-30.6718169549463,"3.14530384051505",-30.8779661528364,"CHF012","Cisco"
"812","Charleston","PFF","93",13.0191739130435,-30.8787104483885,"3.41234098158918",-30.8204928766152,"CHF015","Cisco"
"813","Charleston","PFF","93",12.7751739130435,-30.4338758456499,"3.15882284758934",-30.6266412265364,"CHF011","Cisco"
"814","Charleston","PFF","93",12.8591739130435,-30.3133459697116,"3.24521421533418",-30.4205838965308,"CHF010","Cisco"
"815","Charleston","PFF","93",13.2811739130435,-30.5461034379125,"3.48211334338716",-30.4188112279592,"CHF013","Cisco"
"816","Charleston","PRED","81",14.4241,-29.9771146162358,"3.38906501757954",-29.941940248832,"CH044","LakeTrout"
"817","Charleston","PRED","81",14.8211,-29.3335288122932,"3.27903807350074",-29.4072811195274,"CH041","LakeTrout"
"818","Charleston","PRED","81",14.8751,-28.9987340537545,"3.30057330543719",-29.0511664813717,"CH046","LakeTrout"
"819","Charleston","PRED","81",13.7011,-28.9414793323634,"3.25628986889006",-29.0377523621622,"CH049","LakeTrout"
"820","Charleston","PRED","81",14.3501,-28.8068956867571,"3.19393948516174",-28.9648955964469,"CH050","LakeTrout"
"821","Charleston","PRED","81",15.3321,-28.6920373017117,"3.28226522701618",-28.7625947269657,"CH045","LakeTrout"
"822","Charleston","PRED","81",14.3471,-28.6881579772925,"3.29588560610632",-28.7452312272473,"CH042","LakeTrout"
"823","Charleston","PRED","81",14.5791,-29.1290239666751,"3.75349572551255",-28.7330631984177,"CH056","LakeTrout"
"824","Charleston","PRED","81",14.4761739130435,-29.1433261837263,"3.7820865789926",-28.7190604705236,"CH039","LakeTrout"
"825","Charleston","PRED","81",15.1221,-28.4747301636036,"3.27390301287712",-28.5535661808553,"CH057","LakeTrout"
"826","Charleston","PRED","81",11.9998405797101,-28.2112381280951,"3.06196084292449",-28.4998968935999,"CH036","LakeTrout"
"827","Charleston","PRED","81",14.4121,-28.2800764889708,"3.2179715018404",-28.4142847021488,"CH063","LakeTrout"
"828","Charleston","PRED","81",15.6351739130435,-28.0543363103451,"3.00844892437514",-28.3959718752138,"CH035","LakeTrout"
"829","Charleston","PRED","81",14.8771739130435,-27.8384810604483,"2.91174744106027",-28.2758510937986,"CH040","LakeTrout"
"830","Charleston","PRED","81",14.1051,-28.3564641236889,"3.4386722833738",-28.2721785631488,"CH043","LakeTrout"
"831","Charleston","PRED","81",14.2371,-28.171500199248,"3.44424519780831",-28.0816974534177,"CH047","LakeTrout"
"832","Charleston","PRED","81",13.6441739130435,-27.7406209442022,"3.03393739191201",-28.0570229262093,"CH037","LakeTrout"
"833","Charleston","PRED","81",14.8241,-27.9617288199628,"3.36705000108529",-27.9483493188883,"CH053","LakeTrout"
"834","Charleston","PRED","81",13.9011739130435,-27.5554126172411,"3.2426596611712",-27.6651795526816,"CH038","LakeTrout"
"835","Charleston","PRED","81",13.8101,-27.5835451172064,"3.32047863771029",-27.6162712658732,"CH061","LakeTrout"
"836","Cirrus","LITTORAL","small shrimplike critters",0.95279620435963,-20.4507752157004,"4.60909898306272",-19.2077672224683,"CIR041","Invert"
"837","Cirrus","PELAGIC","mussel",2.0729390606964,-28.6604896601158,"3.88736191861319",-28.1320013606887,"CIR045","Mussel"
"838","Cirrus","PELAGIC","mussel",1.69008728041092,-29.4788077121714,"4.76844284880704",-28.0780492918524,"CIR040","Mussel"
"839","Cirrus","PELAGIC","mussel",2.24794926847091,-28.473996467115,"4.23831107318126",-27.5980685046655,"CIR038","Mussel"
"840","Cirrus","PELAGIC","mussel",2.15535596175765,-28.0159036543644,"3.89064172234564",-27.4841683492422,"CIR046","Mussel"
"841","Cirrus","PELAGIC","mussel",2.40050476944787,-28.3902554523674,"4.28255577926073",-27.4705252308993,"CIR044","Mussel"
"842","Cirrus","PELAGIC","mussel",2.3236875321775,-30.276102443328,"6.32329837696788",-27.3360370501298,"CIR039","Mussel"
"843","Cirrus","PELAGIC","zooplankton",3.58494063412777,-29.6276337934283,"6.2920621380991",-26.7184922767102,"CIR200P1","Zoops"
"844","Cirrus","PFF","106",9.9292853934218,-28.6112928011626,"3.7606181981117",-28.208280785032,"CIR061","Cisco"
"845","Cirrus","PFF","106",10.5751163303031,-27.665371109692,"3.36327046483132",-27.655733349509,"CIR054","Cisco"
"846","Cirrus","PFF","106",11.3549713346902,-27.7348832711293,"3.55380077103938",-27.5366205078003,"CIR056","Cisco"
"847","Cirrus","PFF","106",10.6531131669519,-27.6647631111097,"3.49116119242972",-27.5285135306043,"CIR060","Cisco"
"848","Cirrus","PFF","106",11.0426364325545,-27.5179247072362,"3.45837837973739",-27.4141301112962,"CIR059","Cisco"
"849","Cirrus","PFF","106",9.87493527899426,-27.1894032827298,"3.33206736635978",-27.2106565900336,"CIR057","Cisco"
"850","Cirrus","PFF","106",9.21702382549312,-27.1760477289873,"3.40176501743733",-27.1283003617243,"CIR055","Cisco"
"851","Cirrus","PFF","106",9.87278781562018,-27.2777311399812,"3.52867126144237",-27.1043465911532,"CIR058","Cisco"
"852","Cirrus","PRED","81",10.9159043152885,-26.5322772571097,"3.36682435911398",-26.5191211415869,"CIR006","LakeTrout"
"853","Cirrus","PRED","81",11.0960792453634,-26.1126540623742,"3.06408209707145",-26.3992127862735,"CIR005","LakeTrout"
"854","Cirrus","PRED","81",10.5333782104535,-26.0500162277911,"3.13906977797856",-26.2623371475923,"CIR015","LakeTrout"
"855","Cirrus","PRED","81",10.7552782352692,-26.0945669590596,"3.27937978079754",-26.16798097607,"CIR003","LakeTrout"
"856","Cirrus","PRED","81",10.6566989408826,-26.203828355111,"3.40939677335955",-26.148525549485,"CIR004","LakeTrout"
"857","Cirrus","PRED","81",10.3359776849335,-25.9290625315832,"3.16533510432538",-26.1153807783011,"CIR007","LakeTrout"
"858","Cirrus","PRED","81",11.3459649589756,-25.8089747598049,"3.10309134975424",-26.0569143235482,"CIR008","LakeTrout"
"859","Cirrus","PRED","81",10.7882872849549,-25.6695242482856,"3.09083627176129",-25.9295963392419,"CIR017","LakeTrout"
"860","Cirrus","PRED","81",10.5836101432524,-25.9483042259738,"3.40654879843832",-25.8958209155199,"CIR001","LakeTrout"
"861","Cirrus","PRED","81",12.0870152186912,-25.6943394631843,"3.23289855416552",-25.8137698945604,"CIR011","LakeTrout"
"862","Cirrus","PRED","81",11.156260948489,-25.3625867494644,"3.11635055989648",-25.5973996951669,"CIR009","LakeTrout"
"863","Cirrus","PRED","81",11.0271213777953,-25.4211531533505,"3.23584757785894",-25.5376640512702,"CIR012","LakeTrout"
"864","Cirrus","PRED","81",10.1841132210086,-25.5157176452161,"3.397402369573",-25.4722892993388,"CIR002","LakeTrout"
"865","Cirrus","PRED","81",11.0653953220499,-25.4412122879887,"3.43881116420116",-25.3567892354296,"CIR010","LakeTrout"
"866","Cirrus","PRED","81",9.56507802097076,-24.959498906094,"3.0815797281049",-25.2287349752702,"CIR016","LakeTrout"
"867","Cirrus","PRED","81",10.1242488466617,-24.5700727265608,"3.13494662703835",-24.7864755657928,"CIR014","LakeTrout"
"868","Cirrus","PRED","81",12.5727998957686,-24.1860835777734,"3.16996852005131",-24.3678147429226,"CIR013","LakeTrout"
"869","Cliff","LITTORAL","Caddisfly",0.0930999999999999,-26.7098163867061,"6.39634738580312",-23.697432474761,"CLF001","Invert"
"870","Cliff","LITTORAL","Dragonfly",2.9731,-25.3513431602546,"4.75409072701075",-23.9647933405139,"CLF002","Invert"
"871","Cliff","LITTORAL","leech",4.8991,-21.2330634706705,"4.57516555253426",-20.0236495736616,"CLF003","Invert"
"872","Cliff","LITTORAL","snail",1.4861,-21.2637853358847,"4.68560447578749",-19.9450369048551,"CLF005","Snail"
"873","Cliff","LITTORAL","snail",1.7651,-20.3161561346407,"4.89840296838479",-18.7867371959398,"CLF006","Snail"
"874","Cliff","PELAGIC","mussel",2.2431,-31.1849040301455,"5.01107139462279",-29.5439433494689,"CLF041","Mussel"
"875","Cliff","PELAGIC","zooplankton",3.6071,-31.6126190300736,"7.0636658158152",-27.9395898724166,"CLF014","Zoops"
"876","Cliff","PFF","93",8.0701,-30.6500432435685,"3.69946164002151",-30.3075762199472,"CLF025","Cisco"
"877","Cliff","PFF","93",7.5531,-30.2543133847916,"3.61750957698334",-29.9929789035781,"CLF016","Cisco"
"878","Cliff","PFF","93",7.2951,-29.9743500980299,"3.50486800289835",-29.8245307751605,"CLF026","Cisco"
"879","Cliff","PFF","93",7.4921,-29.5859359361137,"3.38978186887009",-29.5500518859324,"CLF028","Cisco"
"880","Cliff","PFF","93",7.3031,-29.1752548854462,"3.32712084111163",-29.2014052527457,"CLF017","Cisco"
"881","Cliff","PFF","93",8.0841,-29.0425581334034,"3.36874971450172",-29.0274959160467,"CLF027","Cisco"
"882","Cliff","PFF","93",7.6991,-29.1284153155795,"3.58743014537551",-28.8968594716578,"CLF040","Cisco"
"883","Cliff","PFF","93",7.8401,-28.9712075638527,"3.45985895442877",-28.8659471989683,"CLF024","Cisco"
"884","Cliff","PFF","93",7.3841,-28.8639304890611,"3.53704686337923",-28.6822540943157,"CLF039","Cisco"
"885","Cliff","PRED","81",11.9698571428571,-28.2110406595672,"3.24910464464662",-28.3144270613671,"CLF072","LakeTrout"
"886","Cliff","PRED","81",10.8158571428571,-28.7321536310244,"4.08536859599803",-28.0076387209863,"CLF078","LakeTrout"
"887","Cliff","PRED","81",11.3128571428571,-27.885009595398,"3.23977101967565",-27.9976362859192,"CLF066","LakeTrout"
"888","Cliff","PRED","81",10.9828571428571,-27.4722718178664,"3.20855442094638",-27.6158029411295,"CLF076","LakeTrout"
"889","Cliff","PRED","81",11.1938571428571,-27.4819706420959,"3.21991525880426",-27.6142545358797,"CLF073","LakeTrout"
"890","Cliff","PRED","81",10.9958571428571,-27.3893577602427,"3.21840699827703",-27.5231348319484,"CLF068","LakeTrout"
"891","Cliff","PRED","81",10.2368571428571,-27.5186032250689,"3.35970346495576",-27.5124967947627,"CLF061","LakeTrout"
"892","Cliff","PRED","81",10.2868571428571,-27.3076970240093,"3.19511394760571",-27.4645342158796,"CLF065","LakeTrout"
"893","Cliff","PRED","81",11.5918571428571,-27.3713092650251,"3.29915549500866",-27.4251453249666,"CLF067","LakeTrout"
"894","Cliff","PRED","81",10.4338571428571,-27.2310389959285,"3.23169484788394",-27.3516610965234,"CLF070","LakeTrout"
"895","Cliff","PRED","81",10.4848571428571,-27.1905196994032,"3.22545638335728",-27.3173178798795,"CLF069","LakeTrout"
"896","Cliff","PRED","81",11.0098571428571,-27.022436577414,"3.10971875504606",-27.2638150099184,"CLF077","LakeTrout"
"897","Cliff","PRED","81",10.2958571428571,-27.1671121379211,"3.26011843958675",-27.2595948827303,"CLF071","LakeTrout"
"898","Cliff","PRED","81",11.2638571428571,-26.9596632625437,"3.29858712859367",-27.014062005236,"CLF062","LakeTrout"
"899","Cliff","PRED","81",10.5128571428571,-26.7721411112267,"3.1665489862095",-26.9572576148793,"CLF063","LakeTrout"
"900","Cliff","PRED","81",10.7498571428571,-26.1761096650935,"3.25123554083573",-26.2773864796661,"CLF074","LakeTrout"
"901","Cliff","PRED","81",9.0851,-29.0118175937821,"3.31635352784558",-29.048627601215,"CLF023","LakeTrout"
"902","Cliff","PRED","81",10.4188571428571,-27.3803247971097,"3.27058444127484",-27.4624462002476,"CLF079","LakeTrout"
"903","Cliff","PRED","81",10.2798571428571,-24.5267470362265,"3.15471625183009",-24.7235779469148,"CLF064","LakeTrout"
"904","Confusion","LITTORAL","Caddisfly",1.05136922141857,-22.4502580166616,"5.14852157556045",-20.6732216568568,"CF043","Invert"
"905","Confusion","LITTORAL","Leech",6.19881167280831,-22.6248197518068,"3.75416868594649",-22.2281927527198,"CF044","Invert"
"906","Confusion","LITTORAL","snail",2.21879565762528,-20.6016059972461,"4.73202948737677",-19.2368968047431,"CF048","Snail"
"907","Confusion","LITTORAL","snail",2.11024103438734,-20.4543008731437,"4.93376096059625",-18.8898775221534,"CF047","Snail"
"908","Confusion","LITTORAL","snail",1.95213429764933,-20.2749274574125,"4.87635321249559",-18.7673377770419,"CF045","Snail"
"909","Confusion","LITTORAL","snail",2.06780463674452,-20.0016216591739,"5.23237973619848",-18.1415657203374,"CF046","Snail"
"910","Confusion","PELAGIC","mussel",2.78719850146383,-31.436872676131,"4.61661376297203",-30.1864250507887,"CF055","Mussel"
"911","Confusion","PELAGIC","zooplankton",3.12272401091029,-32.6713274647278,"7.56855580478341",-28.4984572179923,"CF054","Zoops"
"912","Confusion","PFF","93",9.07402531492778,-33.2552871433252,"3.50669488964585",-33.1036592025758,"CF017","Cisco"
"913","Confusion","PFF","93",9.44600112550118,-32.114452309111,"3.52934602070453",-31.9403997486136,"CF016","Cisco"
"914","Confusion","PFF","93",10.0165798430548,-31.988407216064,"3.442113438288",-31.9007149121589,"CF018","Cisco"
"915","Confusion","PFF","93",9.53692791219141,-31.8215561482137,"3.42842416497108",-31.7474162248923,"CF014","Cisco"
"916","Confusion","PFF","93",10.6410667616258,-31.6131268974572,"3.49819577655309",-31.4699130786696,"CF012","Cisco"
"917","Confusion","PFF","93",9.04762671606533,-31.3944141672228,"3.63687624625594",-31.1139066834295,"CF010","Cisco"
"918","Confusion","PFF","93",11.0332206831001,-30.6756062281563,"3.60597526315423",-30.4256907176337,"CF007","Cisco"
"919","Confusion","PFF","93",10.1136185721978,-30.7017300915121,"3.67133495013342",-30.38710849088,"CF013","Cisco"
"920","Confusion","PFF","93",10.3271160796393,-29.4968856180345,"3.557494238683",-29.2949663217384,"CF011","Cisco"
"921","Confusion","PFF","93",9.24499061016319,-29.3595827485038,"3.45945035378256",-29.2547268982591,"CF009","Cisco"
"922","Confusion","PFF","93",9.08683407504238,-28.4867730951729,"3.56042447479851",-28.2819528651224,"CF015","Cisco"
"923","Confusion","PFF","93",9.13562681997394,-28.2190724287425,"3.38862277433946",-28.1843358821464,"CF019","Cisco"
"924","Confusion","PFF","93",8.82627495585455,-24.6708612899938,"3.50404118815221",-24.5218605137231,"CF008","Cisco"
"925","Confusion","PRED","81",13.0777020930283,-33.0420139959117,"3.2992807845814",-33.0957260191761,"CF042","LakeTrout"
"926","Confusion","PRED","81",13.0352396148577,-29.7650005612481,"3.49910910437881",-29.6208825479131,"CF026","LakeTrout"
"927","Confusion","PRED","81",12.4570155525112,-28.6620391091908,"3.14909728223195",-28.8644327997812,"CF028","LakeTrout"
"928","Confusion","PRED","81",11.865468852543,-28.7982883312902,"3.58589644806599",-28.5682508477049,"CF030","LakeTrout"
"929","Confusion","PRED","81",10.9847232188152,-27.0919470927888,"3.13819132840314",-27.3051376776697,"CF037","LakeTrout"
"930","Confusion","PRED","81",10.8504771738517,-27.005195729659,"3.18419438142517",-27.1728432920481,"CF029","LakeTrout"
"931","Confusion","PRED","81",10.879128927274,-26.9617503527116,"3.17207271702683",-27.141398362855,"CF034","LakeTrout"
"932","Confusion","PRED","81",11.5227868687278,-26.9784103640406,"3.19673420797411",-27.1336434981462,"CF033","LakeTrout"
"933","Confusion","PRED","81",12.5463642275039,-26.8983227184039,"3.18701531285055",-27.0631775586819,"CF039","LakeTrout"
"934","Confusion","PRED","81",12.2895445843884,-26.5504818168061,"3.19304950445614",-26.7093628073945,"CF040","LakeTrout"
"935","Confusion","PRED","81",10.8977831992318,-26.2675955627855,"3.06896752343474",-26.5493177145851,"CF032","LakeTrout"
"936","Confusion","PRED","81",12.1899812977398,-26.369363748235,"3.2064539795674",-26.5149743084632,"CF024","LakeTrout"
"937","Confusion","PRED","81",12.1174742660749,-26.4531823718054,"3.30673996008329",-26.4995098113229,"CF041","LakeTrout"
"938","Confusion","PRED","81",9.71343812020244,-26.355089881308,"3.23826123622588",-26.4692112574444,"CF025","LakeTrout"
"939","Confusion","PRED","81",11.7403004001501,-26.3022806564609,"3.18572470291708",-26.468413200573,"CF027","LakeTrout"
"940","Confusion","PRED","81",10.8277585078577,-25.862147221351,"3.2834514206482",-25.9315303149093,"CF035","LakeTrout"
"941","Confusion","PRED","81",11.0423356588166,-28.0321911580554,"3.67965948671556",-27.709328266207,"CF036","LakeTrout"
"942","Confusion","PRED","81",10.8397698928062,-27.6688804752859,"3.49621301567079",-27.5276295897718,"CF031","LakeTrout"
"943","Confusion","PRED","81",11.943354504261,-26.3761633433218,"3.31671177002863",-26.4126186909935,"CF038","LakeTrout"
"944","Conifer","LITTORAL","insect",1.38185714285714,-21.5171406604535,"4.75952723592364",-20.125208696889,"CON028","Invert"
"945","Conifer","PELAGIC","mussel",1.24685714285714,-30.0090745549797,"4.82918962522471",-28.5481768260073,"CON058","Mussel"
"946","Conifer","PFF","91",8.13785714285714,-28.2544217422839,"3.33813704105419",-28.2696660716403,"CON013","OtherPFF"
"947","Conifer","PFF","91",6.37235714285714,-27.831806916206,"3.26078796792197",-27.9236268279633,"CON015","OtherPFF"
"948","Conifer","PFF","91",5.83585714285714,-27.6093518823078,"3.18082340081251",-27.7803367155035,"CON014","OtherPFF"
"949","Conifer","PFF","91",7.36085714285714,-27.4950615409837,"3.17665034020032",-27.6701777041854,"CON012","OtherPFF"
"950","Conifer","PFF","91",7.53285714285714,-27.2847639169593,"3.24981569234009",-27.3874463815426,"CON017","OtherPFF"
"951","Conifer","PFF","91",5.52685714285714,-26.4789388139987,"3.35487012636732",-26.477617388895,"CON011","OtherPFF"
"952","Conifer","PFF","91",7.21185714285714,-25.9211610712199,"3.23193643494417",-26.0415440006251,"CON016","OtherPFF"
"953","Conifer","PRED","81",9.67985714285714,-27.9993581983239,"4.60101080996118",-26.7643574964623,"CON065","LakeTrout"
"954","Conifer","PRED","81",9.96985714285714,-25.6642481486318,"3.05837946439838",-25.9564524788774,"CON066","LakeTrout"
"955","Conifer","PRED","81",8.93585714285714,-25.6476539795017,"3.17700663170794",-25.8224174141108,"CON063","LakeTrout"
"956","Conifer","PRED","81",10.4538571428571,-25.5565992243853,"3.16054778349402",-25.7476569187262,"CON064","LakeTrout"
"957","Conifer","PRED","81",9.77099023631891,-25.2973809238974,"3.13909022723992",-25.5096815989299,"CON075","LakeTrout"
"958","Conifer","PRED","81",10.5250010674646,-25.112502435339,"3.13948815617549",-25.3244091607252,"CON072","LakeTrout"
"959","Conifer","PRED","81",9.27749263110685,-25.068335959351,"3.10882331925832",-25.3106008732853,"CON079","LakeTrout"
"960","Conifer","PRED","81",10.7358571428571,-25.1629435116369,"3.23022597606285",-25.2850197953347,"CON069","LakeTrout"
"961","Conifer","PRED","81",9.05385714285714,-25.2218753152996,"3.29014542157504",-25.2846313479403,"CON061","LakeTrout"
"962","Conifer","PRED","81",11.3806406283192,-24.9919712641672,"3.14813668276567",-25.1953159482291,"CON073","LakeTrout"
"963","Conifer","PRED","81",10.8498571428571,-25.0458894534751,"3.33337038813123",-25.0658527692251,"CON068","LakeTrout"
