SIA SAM,FISH,WBY,REGION,YEAR,DAY,TAXON,COMP,FLEN,TLEN,RWT,Tissue,Check,Del 15N,Del 13C,C/N,Comments
25363,.,Manitou-2,.,2022,20-Jul,CISCO,1,.,118,10.90,MUSCLE,V,6.62,-32.27,3.38,.
25364,.,Manitou-2,.,2022,20-Jul,CISCO,1,.,128,13.24,MUSCLE,V,7.19,-33.05,3.51,.
25365,.,Manitou-2,.,2022,20-Jul,CISCO,1,.,135,18.19,MUSCLE,V,7.17,-33.73,3.59,.
25366,.,Manitou-2,.,2022,20-Jul,CISCO,1,.,138,16.24,MUSCLE,V,9.53,-33.78,3.55,.
25367,.,Manitou-2,.,2022,20-Jul,CISCO,1,.,145,18.34,MUSCLE,V,7.94,-30.39,3.24,.
25368,.,Manitou-2,.,2022,20-Jul,CISCO,1,.,190,41.86,MUSCLE,V,7.80,-30.36,3.24,.
25369,.,Manitou-2,.,2022,20-Jul,CISCO,1,.,188,44.29,MUSCLE,V,8.14,-30.20,3.19,.
25370,.,Manitou-2,.,2022,20-Jul,CISCO,1,.,200,51.77,MUSCLE,V,8.55,-30.17,3.19,.
25371,.,Manitou-2,.,2022,20-Jul,CISCO,1,.,228,70.00,MUSCLE,V,8.29,-30.01,3.18,.
25254,.,Mendelssohn,.,2022,24-Aug,CISCO,3,.,77,3.13,MUSCLE,V,6.49,-27.41,3.42,.
25255,.,Mendelssohn,.,2022,24-Aug,CISCO,1,.,101,6.43,MUSCLE,V,7.97,-29.89,3.53,.
25256,.,Mendelssohn,.,2022,24-Aug,CISCO,1,.,102,6.78,MUSCLE,V,8.17,-29.72,3.49,.
25257,.,Mendelssohn,.,2022,24-Aug,CISCO,1,.,110,8.06,MUSCLE,V,7.94,-29.03,3.51,.
25258,.,Mendelssohn,.,2022,24-Aug,CISCO,1,.,110,8.22,MUSCLE,V,8.28,-29.82,3.49,.
25259,.,Mendelssohn,.,2022,24-Aug,CISCO,1,.,107,7.53,MUSCLE,V,8.48,-29.39,3.55,.
25260,.,Mendelssohn,.,2022,24-Aug,CISCO,1,.,226,88.40,MUSCLE,V,8.50,-28.40,3.21,.
25261,.,Mendelssohn,.,2022,24-Aug,CISCO,1,.,286,184.30,MUSCLE,V,8.32,-28.87,3.18,.
25262,.,Mendelssohn,.,2022,24-Aug,CISCO,1,.,295,212.00,MUSCLE,V,8.81,-28.50,3.15,.
25263,.,Mendelssohn,.,2022,24-Aug,CISCO,1,.,352,368.00,MUSCLE,V,8.27,-29.13,4.18,.
18748,.,Mesomikenda,.,2017,20-Jul,CISCO,1,92,105,9.30,MUSCLE,V,7.39,-30.58,3.23,.
18749,.,Mesomikenda,.,2017,20-Jul,CISCO,1,97,109,10.20,MUSCLE,V,7.23,-30.49,3.24,.
18750,.,Mesomikenda,.,2017,21-Jul,CISCO,1,103,117,11.90,MUSCLE,V,7.73,-30.66,3.19,.
18751,.,Mesomikenda,.,2017,21-Jul,CISCO,1,.,.,18.90,MUSCLE,V,9.19,-31.28,3.46,tail broken 
2107,.,Midlothian,.,2008,.,CISCO,1,137,.,22.90,MUSCLE,V,10.42,-29.84,3.98,.
2108,.,Midlothian,.,2008,.,CISCO,1,132,.,21.70,MUSCLE,V,8.54,-27.76,3.37,.
2109,.,Midlothian,.,2008,.,CISCO,1,137,.,22.50,MUSCLE,V,10.02,-28.91,3.47,.
2110,.,Midlothian,.,2008,.,CISCO,1,124,.,21.60,MUSCLE,V,9.12,-28.27,3.51,.
2111,.,Midlothian,.,2008,.,CISCO,1,139,.,26.10,MUSCLE,V,9.73,-29.59,3.84,.
2112,.,Midlothian,.,2008,.,CISCO,1,129,.,21.00,MUSCLE,V,8.23,-28.29,3.78,.
2113,.,Midlothian,.,2008,.,CISCO,1,141,.,27.40,MUSCLE,V,10.02,-28.75,3.43,.
2114,.,Midlothian,.,2008,.,CISCO,1,143,.,27.90,MUSCLE,V,9.49,-28.86,3.54,.
2115,.,Midlothian,.,2008,.,CISCO,1,136,.,23.80,MUSCLE,V,9.69,-28.74,3.41,.
2116,.,Midlothian,.,2008,.,CISCO,1,137,.,25.80,MUSCLE,V,9.22,-28.23,3.47,.
1200,.,Panache,.,2006,.,CISCO,1,173,.,53.30,MUSCLE,V,7.95,-27.79,3.41,.
1201,.,Panache,.,2006,.,CISCO,1,143,.,23.10,MUSCLE,V,9.11,-26.86,3.20,.
1202,.,Panache,.,2006,.,CISCO,1,118,.,14.80,MUSCLE,V,6.30,-26.12,3.36,.
1203,.,Panache,.,2006,.,CISCO,1,105,.,10.10,MUSCLE,V,5.99,-26.02,3.37,.
1204,.,Panache,.,2006,.,CISCO,1,154,.,36.10,MUSCLE,V,7.41,-27.28,3.60,.
1205,.,Panache,.,2006,.,CISCO,1,134,.,22.10,MUSCLE,V,7.58,-26.65,3.36,.
1206,.,Panache,.,2006,.,CISCO,1,106,.,10.10,MUSCLE,V,5.43,-26.08,3.37,.
1207,.,Panache,.,2006,.,CISCO,1,106,.,11.20,MUSCLE,V,6.27,-26.17,3.29,.
1208,.,Panache,.,2006,.,CISCO,1,105,.,13.20,MUSCLE,V,6.43,-26.21,3.23,.
1209,.,Panache,.,2006,.,CISCO,1,158,.,35.40,MUSCLE,V,8.30,-27.22,3.22,.
25429,.,Smoothwater,.,2022,05-Aug,CISCO,1,.,62,2.35,MUSCLE,V,4.78,-26.93,3.36,.
25430,.,Smoothwater,.,2022,05-Aug,CISCO,1,.,72,3.02,MUSCLE,V,4.27,-26.84,3.37,.
25431,.,Smoothwater,.,2022,05-Aug,CISCO,1,.,79,4.40,MUSCLE,V,4.15,-27.39,3.39,.
25432,.,Smoothwater,.,2022,05-Aug,CISCO,1,.,80,4.84,MUSCLE,V,3.64,-27.43,3.47,.
18393,.,Temagami,.,2017,26-Sep,CISCO,1,143,158,30.60,MUSCLE,V,5.14,-26.79,3.15,.
18394,.,Temagami,.,2017,26-Sep,CISCO,1,167,183,39.90,MUSCLE,V,7.38,-26.06,3.18,.
18395,.,Temagami,.,2017,26-Sep,CISCO,1,100,113,12.20,MUSCLE,V,4.47,-26.61,3.28,.
18396,.,Temagami,.,2017,26-Sep,CISCO,1,93,100,8.10,MUSCLE,V,5.21,-26.76,3.32,.
18397,.,Temagami,.,2017,26-Sep,CISCO,1,99,112,11.40,MUSCLE,V,4.47,-26.50,3.25,.
18398,.,Temagami,.,2017,26-Sep,CISCO,1,103,115,12.70,MUSCLE,V,4.31,-26.96,3.46,.
18399,.,Temagami,.,2017,26-Sep,CISCO,1,102,114,11.90,MUSCLE,V,4.43,-27.00,3.61,.
18400,.,Temagami,.,2017,26-Sep,CISCO,1,132,146,21.90,MUSCLE,V,5.80,-28.61,3.92,.
18731,.,Temagami,.,2017,26-Sep,CISCO,1,155,175,41.00,MUSCLE,V,4.91,-26.97,3.39,.
18732,.,Temagami,.,2017,26-Sep,CISCO,1,148,166,34.00,MUSCLE,V,4.95,-26.73,3.31,.
1306,.,Wanapitei,.,2006,.,CISCO,1,132,.,21.00,MUSCLE,V,10.22,-28.20,3.77,.
1307,.,Wanapitei,.,2006,.,CISCO,1,127,.,18.20,MUSCLE,V,9.10,-27.42,3.27,.
1308,.,Wanapitei,.,2006,.,CISCO,1,145,.,28.80,MUSCLE,V,9.11,-27.32,3.23,.
1309,.,Wanapitei,.,2006,.,CISCO,1,115,.,13.60,MUSCLE,V,9.80,-27.76,3.45,.
1310,.,Wanapitei,.,2006,.,CISCO,1,121,.,14.40,MUSCLE,V,9.54,-27.90,3.46,.
1311,.,Wanapitei,.,2006,.,CISCO,1,164,.,45.10,MUSCLE,V,9.37,-27.74,3.47,.
1312,.,Wanapitei,.,2006,.,CISCO,1,125,.,17.30,MUSCLE,V,9.54,-27.73,3.31,.
1313,.,Wanapitei,.,2006,.,CISCO,1,136,.,22.80,MUSCLE,V,8.55,-27.58,3.35,.
1314,.,Wanapitei,.,2006,.,CISCO,1,114,.,13.60,MUSCLE,V,9.52,-27.99,3.56,.
1315,.,Wanapitei,.,2006,.,CISCO,1,143,.,23.70,MUSCLE,V,8.36,-27.10,3.15,.
4728,.,Wanapitei,.,2010,.,CISCO,1,110,.,10.50,MUSCLE,V,8.94,-27.47,3.08,.
4729,.,Wanapitei,.,2010,.,CISCO,1,185,.,50.70,MUSCLE,V,9.03,-27.08,3.07,.
4730,.,Wanapitei,.,2010,.,CISCO,1,199,.,84.30,MUSCLE,V,9.98,-26.91,3.34,.
4731,.,Wanapitei,.,2010,.,CISCO,1,302,.,401.10,MUSCLE,V,8.94,-24.60,3.63,.
4732,.,Wanapitei,.,2010,.,CISCO,1,371,.,675.00,MUSCLE,V,10.18,-25.79,3.43,.
18361,.,Windy,.,2017,24-Aug,CISCO,1,67,71,2.60,MUSCLE,V,4.95,-24.68,3.37,.
18362,.,Windy,.,2017,24-Aug,CISCO,1,69,73,2.70,MUSCLE,V,5.16,-24.68,3.25,.
18363,.,Windy,.,2017,24-Aug,CISCO,1,144,151,28.10,MUSCLE,V,7.83,-25.22,3.23,.
18364,.,Windy,.,2017,24-Aug,CISCO,1,83,90,5.80,MUSCLE,V,4.48,-24.75,3.39,.
18365,.,Windy,.,2017,24-Aug,CISCO,1,59,65,2.00,MUSCLE,V,5.65,-24.75,3.21,.
18366,.,Windy,.,2017,24-Aug,CISCO,1,57,63,1.90,MUSCLE,V,5.81,-24.83,3.30,.
18367,.,Windy,.,2017,24-Aug,CISCO,1,63,67,2.50,MUSCLE,V,5.22,-24.81,3.30,.
18368,.,Windy,.,2017,24-Aug,CISCO,1,64,70,2.70,MUSCLE,V,5.51,-24.63,3.29,.
18369,.,Windy,.,2017,24-Aug,CISCO,1,63,70,2.70,MUSCLE,V,5.09,-24.79,3.26,.
18370,.,Windy,.,2017,24-Aug,CISCO,1,60,67,2.00,MUSCLE,V,5.58,-24.77,3.29,.
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
