"","Lake_Name","Trophic_Category","Taxonomic_ID_Code","d15N","d13C","d13C_Cor","SI_ID","Trophic_Group"
"517","Big_Rideaux","PRED","81",14.6006666666667,"-27.8257358530561",-27.8843649225205,"BR112","LakeTrout"
"518","Big_Rideaux","PRED","81",14.5616666666667,"-28.5473861728281",-27.8713755980674,"BR114","LakeTrout"
"519","Big_Rideaux","PRED","81",15.2556666666667,"-27.7257249305668",-27.8271757470048,"BR124","LakeTrout"
"520","Big_Rideaux","PRED","81",15.0181666666667,"-27.7523080256613",-27.780120787702,"BR110","LakeTrout"
"521","Big_Rideaux","PRED","81",13.8916666666667,"-28.0872421348434",-27.7650085593181,"BR118","LakeTrout"
"522","Big_Rideaux","PRED","81",14.3126666666667,"-27.6172942067728",-27.7502140717102,"BR122","LakeTrout"
"523","Big_Rideaux","PRED","81",14.0386666666667,"-27.3878234651292",-27.6107326021794,"BR121","LakeTrout"
"524","Big_Rideaux","PRED","81",15.3386666666667,"-27.403931599444",-27.5501170981188,"BR128","LakeTrout"
"525","Big_Rideaux","PRED","81",14.3536666666667,"-27.4987055211488",-27.4806059178583,"BR111","LakeTrout"
"526","Big_Rideaux","PRED","81",14.6366666666667,"-27.4923689779349",-27.3594087739457,"BR132","LakeTrout"
"527","Big_Rideaux","PRED","81",14.7956666666667,"-27.0453573172706",-27.1381206512175,"BR113","LakeTrout"
"528","Big_Rideaux","PRED","81",13.8976666666667,"-26.6930298173972",-26.760193878256,"BR125","LakeTrout"
"529","Birch","LITTORAL","caddisfly",1.16515821250662,"-26.3458282071629",-23.3922286902856,"BI050","Invert"
"530","Birch","LITTORAL","leech",6.99753884182321,"-24.4317699327906",-23.6775261112212,"BI052","Invert"
"531","Birch","LITTORAL","snail",7.96156072281051,"-25.0294823936512",-24.3786298651464,"BI053","Snail"
"532","Birch","LITTORAL","snail",2.46403053663967,"-22.5120812816516",-21.1563540327458,"BI056","Snail"
"533","Birch","LITTORAL","snail",2.47368040531822,"-20.7958714779436",-19.5605810676848,"BI058","Snail"
"534","Birch","LITTORAL","snail",2.51324486690028,"-19.2196704123624",-17.5165910474561,"BI054","Snail"
"535","Birch","PELAGIC","mussel",3.20900039862385,"-30.6860554744065",-29.430168701508,"BI066","Mussel"
"536","Birch","PELAGIC","mussel",3.44831714185193,"-30.8003523092974",-29.3464173753684,"BI067","Mussel"
"537","Birch","PFF","93",7.98182544703547,"-31.7688296887459",-31.6104599143593,"BI029","Cisco"
"538","Birch","PFF","93",7.94226098545341,"-31.3170006655401",-31.3172800799324,"BI025","Cisco"
"539","Birch","PFF","93",7.99726523692115,"-32.095192462571",-31.1143241467685,"BI032","Cisco"
"540","Birch","PFF","93",9.33763199637197,"-31.0044288487583",-31.0035999061794,"BI031","Cisco"
"541","Birch","PFF","93",8.33694061440617,"-30.8975566771772",-30.7631244829567,"BI019","Cisco"
"542","Birch","PFF","93",9.1562144652152,"-30.5736733755284",-30.6464236380367,"BI033","Cisco"
"543","Birch","PFF","93",7.16351658309429,"-30.5596037398781",-30.389812292354,"BI022","Cisco"
"544","Birch","PFF","93",9.02401126431904,"-30.2681962544912",-29.9349728133575,"BI035","Cisco"
"545","Birch","PFF","93",8.19315757109575,"-29.3374343525895",-29.6127315351624,"BI034","Cisco"
"546","Birch","PFF","93",9.41000601146111,"-29.4881351257578",-29.5724542840412,"BI030","Cisco"
"547","Birch","PFF","93",8.98637677647269,"-29.5554138043648",-29.5196346216,"BI023","Cisco"
"548","Birch","PFF","93",9.08191047639035,"-29.569541523979",-29.4781421713702,"BI028","Cisco"
"549","Birch","PFF","93",8.99023672394411,"-29.3294013559212",-29.4552953311409,"BI021","Cisco"
"550","Birch","PFF","93",8.9690070128513,"-29.1690908358145",-29.3759023872286,"BI027","Cisco"
"551","Birch","PFF","93",9.55378905477152,"-29.4026125324075",-29.3437533964622,"BI024","Cisco"
"552","Birch","PFF","93",8.49809342133798,"-29.122133169036",-29.2701183146207,"BI020","Cisco"
"553","Birch","PFF","93",9.58177367393932,"-29.0858364837517",-29.2252021811834,"BI036","Cisco"
"554","Birch","PFF","93",9.02787121179046,"-29.0882380164877",-29.211927712285,"BI018","Cisco"
"555","Birch","PFF","93",9.2401683227186,"-28.8668648869467",-29.0897603664347,"BI026","Cisco"
"556","Birch","PRED","81",12.115829188927,"-27.5122324854553",-27.6284517234687,"BI041","LakeTrout"
"557","Birch","PRED","81",12.6407820450402,"-27.2923923865841",-27.2460613101839,"BI040","LakeTrout"
"558","Bluffpoint","LITTORAL","caddisfly",0.25654726158516,"-18.4603391356966",-16.2565474799729,"BP081","Invert"
"559","Bluffpoint","LITTORAL","snail",-0.21452297885177,"-17.5122594599664",-17.0314073044533,"BP080","Snail"
"560","Bluffpoint","LITTORAL","snail",0.33324623803615,"-14.120663231951",-13.2174089877113,"BP079","Snail"
"561","Bluffpoint","PELAGIC","mussel",2.65893380295609,"-30.0292695937885",-28.5910525539984,"BP085","Mussel"
"562","Bluffpoint","PELAGIC","mussel",2.63118669376392,"-29.6411116042296",-28.476470218514,"BP082","Mussel"
"563","Bluffpoint","PELAGIC","mussel",2.21954474063771,"-29.5338504412058",-28.2479098776227,"BP083","Mussel"
"564","Bluffpoint","PELAGIC","mussel",2.6056723277521,"-29.9502449001437",-28.0384759252442,"BP084","Mussel"
"565","Bluffpoint","PELAGIC","zooplankton",2.62107403377932,"-30.3071750454373",-26.0992176507201,"BP014","Zoops"
"566","Bluffpoint","PELAGIC","zooplankton",1.981329885927,"-25.3466042707241",-18.1900127966167,"BP013","Zoops"
"567","Bluffpoint","PFF","93",8.72971064856045,"-30.8140679078532",-31.1758485926002,"BP061","Cisco"
"568","Bluffpoint","PFF","93",8.85774874900754,"-30.5508772593644",-30.9165512243599,"BP071","Cisco"
"569","Bluffpoint","PFF","93",9.11469031211532,"-30.4617865723772",-30.865083120799,"BP062","Cisco"
"570","Bluffpoint","PFF","93",8.71801308567691,"-30.3678244767218",-30.6966449489226,"BP066","Cisco"
"571","Bluffpoint","PFF","93",8.80709434563124,"-30.2474229116646",-30.6399287923935,"BP063","Cisco"
"572","Bluffpoint","PFF","93",9.33629699192934,"-30.0747726237509",-30.4216630964687,"BP064","Cisco"
"573","Bluffpoint","PFF","93",9.16640923299779,"-30.0356518751035",-30.3790288842384,"BP067","Cisco"
"574","Bluffpoint","PFF","93",9.23096927946429,"-30.0456555957837",-30.3060388561453,"BP065","Cisco"
"575","Bluffpoint","PFF","93",8.77288312932767,"-30.2923304268346",-30.2658237988518,"BP060","Cisco"
"576","Bluffpoint","PFF","93",8.10532770118649,"-29.9289145820571",-30.1208064823291,"BP072","Cisco"
"577","Bluffpoint","PFF","93",8.97193465285748,"-29.5737963482659",-29.8073878796603,"BP069","Cisco"
"578","Bluffpoint","PFF","93",8.05279861866886,"-29.5811147456869",-29.7903197876601,"BP073","Cisco"
"579","Bluffpoint","PFF","93",8.95966040405072,"-29.3034088417991",-29.5810669916601,"BP074","Cisco"
"580","Bluffpoint","PFF","93",9.12412969281095,"-29.483608040184",-29.2662149889703,"BP068","Cisco"
"581","Bluffpoint","PFF","93",9.37800313920903,"-28.7737500680308",-29.1506348098907,"BP070","Cisco"
"582","Bluffpoint","PRED","81",11.2312503235116,"-29.6457897810062",-29.3953815684844,"BP019","LakeTrout"
"583","Bluffpoint","PRED","81",10.6880759025381,"-28.6981199084001",-28.9961748513671,"BP026","LakeTrout"
"584","Bluffpoint","PRED","81",9.72142660891664,"-28.7609061707819",-28.8372703569446,"BP020","LakeTrout"
"585","Bluffpoint","PRED","81",11.4384613063274,"-28.6357915849213",-28.8139353225186,"BP033","LakeTrout"
"586","Bluffpoint","PRED","81",12.3025109870983,"-28.6082231654057",-28.6294112803436,"BP015","LakeTrout"
"587","Bluffpoint","PRED","81",12.9201204213164,"-28.5053613573731",-28.6254511610887,"BP027","LakeTrout"
"588","Bluffpoint","PRED","81",12.8547383150881,"-28.4960297682715",-28.6020766215357,"BP025","LakeTrout"
"589","Bluffpoint","PRED","81",12.4775338560787,"-28.3978728221924",-28.5804397167187,"BP022","LakeTrout"
"590","Bluffpoint","PRED","81",11.3217793936739,"-28.2914780814097",-28.4456941597303,"BP032","LakeTrout"
"591","Bluffpoint","PRED","81",11.9403947064493,"-28.3065565584225",-28.2195251652114,"BP028","LakeTrout"
"592","Bluffpoint","PRED","81",11.1075272609565,"-27.9511736518592",-28.1168791546381,"BP023","LakeTrout"
"593","Bluffpoint","PRED","81",10.5814527754581,"-27.8738008220395",-27.9946873785376,"BP017","LakeTrout"
"594","Bluffpoint","PRED","81",10.2324129160547,"-27.4550510107129",-27.7088248185711,"BP029","LakeTrout"
"595","Bluffpoint","PRED","81",10.9606689915822,"-27.6846589758028",-27.6455765108489,"BP034","LakeTrout"
"596","Bluffpoint","PRED","81",11.1195978036448,"-27.6991359022534",-27.6103758379388,"BP024","LakeTrout"
"597","Bluffpoint","PRED","81",10.2776774511358,"-27.6633949858377",-27.4452959934827,"BP031","LakeTrout"
"598","Bluffpoint","PRED","81",11.2976383082972,"-26.9012260967677",-27.1280103889016,"BP030","LakeTrout"
"599","Bluffpoint","PRED","81",11.0421451547282,"-27.0119500006546",-27.108197370619,"BP016","LakeTrout"
"600","Bluffpoint","PRED","81",10.9928571054177,"-27.1100377691714",-26.9942110600671,"BP018","LakeTrout"
"601","Bluffpoint","PRED","81",10.5542940544094,"-27.3091600137246",-27.4534458429884,"BP021","LakeTrout"
"602","Burntroot","LITTORAL","inverts",1.8426944,"-25.2345408333036",-22.805679430462,"B38","Invert"
"603","Burntroot","LITTORAL","leeches",5.5560224,"-25.7378652960493",-25.0028508482595,"B37","Invert"
"604","Burntroot","LITTORAL","Snail",3.4060928,"-27.8737899400412",-26.0100794504832,"B36","Snail"
"605","Burntroot","LITTORAL","Snail",2.5062656,"-26.645112793609",-24.0770400408766,"B35","Snail"
"606","Burntroot","PELAGIC","mussel",4.0059776,"-29.700244714932",-25.3158113183075,"B33","Mussel"
"607","Burntroot","PELAGIC","mussel",3.8508704,"-28.8728408417821",-28.4861950566092,"B30","Mussel"
"608","Burntroot","PELAGIC","mussel",3.7553408,"-28.8221231394039",-28.2252506537656,"B32","Mussel"
"609","Burntroot","PELAGIC","mussel",4.2730496,"-28.2823595126396",-27.8742942614516,"B34","Mussel"
"610","Burntroot","PELAGIC","mussel",4.1744384,"-28.4476311890838",-26.829147679057,"B28","Mussel"
"611","Burntroot","PELAGIC","mussel",3.9073664,"-28.1034844442105",-26.7662059658076,"B31","Mussel"
"612","Burntroot","PELAGIC","mussel",3.8724416,"-29.2665311833534",-25.9638882555488,"B27","Mussel"
"613","Burntroot","PFF","93",10.3643456,"-32.5684166373574",-31.9689145970686,"B68","Cisco"
"614","Burntroot","PFF","93",10.279088,"-32.0755870575402",-31.5077613564062,"B62","Cisco"
"615","Burntroot","PFF","93",11.1275552,"-31.1501860943779",-31.2604991104091,"B67","Cisco"
"616","Burntroot","PFF","93",9.5210144,"-31.2420999667827",-31.2488425590737,"B63","Cisco"
"617","Burntroot","PFF","93",9.7952768,"-31.126933016223",-31.150574178646,"B72","Cisco"
"618","Burntroot","PFF","93",9.2488064,"-31.2579766615083",-31.0746922451791,"B64","Cisco"
"619","Burntroot","PFF","93",9.8404736,"-30.7499610138257",-30.7776360343741,"B66","Cisco"
"620","Burntroot","PFF","93",9.9421664,"-30.3728082549412",-30.5474710623248,"B69","Cisco"
"621","Burntroot","PFF","93",9.3617984,"-30.4626617826922",-30.5155651094519,"B70","Cisco"
"622","Burntroot","PFF","93",9.6853664,"-30.3989654795148",-30.3460210715571,"B65","Cisco"
"623","Burntroot","PFF","91",9.6052448,"-34.7865697959492",-34.8788039291196,"B51","OtherPFF"
"624","Burntroot","PFF","91",10.5533504,"-30.263609574129",-30.6024758001332,"B53","OtherPFF"
"625","Burntroot","PFF","91",10.7762528,"-29.5430914090273",-29.8830425357256,"B52","OtherPFF"
"626","Burntroot","PFF","91",7.0608704,"-29.4708994419887",-29.3599362115592,"B50","OtherPFF"
"627","Burntroot","PRED","81",13.2913222,"-29.7574072",-29.681797112883,"B1","LakeTrout"
"628","Burntroot","PRED","81",13.0104128,"-29.9810676505552",-29.5635231675078,"B44","LakeTrout"
"629","Burntroot","PRED","81",12.8635232,"-30.2492714079487",-29.5316026609007,"B43","LakeTrout"
"630","Burntroot","PRED","81",13.1994176,"-29.2886618329377",-29.5198862749251,"B42","LakeTrout"
"631","Burntroot","PRED","81",12.734096,"-29.7838448399217",-29.2612738055316,"B41","LakeTrout"
"632","Burntroot","PRED","81",12.0705248,"-29.367097616953",-28.8731150947983,"B40","LakeTrout"
"633","Burntroot","PRED","81",12.90872,"-29.2629510489262",-28.7762822894933,"B45","LakeTrout"
"634","Burntroot","PRED","81",12.5266016,"-27.8420128040091",-28.1822849128774,"B39","LakeTrout"
"635","Burntroot","PRED","81",12.5101664,"-28.2118845051952",-28.0404707887125,"B46","LakeTrout"
"636","Canoe","LITTORAL","crayfish/fingernail clam",3.8170944,"-24.375937",-21.7834056083822,"C106","Invert"
"637","Canoe","LITTORAL","invert",4.5779834,"-27.3880072",-25.85470480638,"C107","Invert"
"638","Canoe","LITTORAL","inverts",3.9158588,"-28.1296484",-27.2483375648478,"C104","Invert"
"639","Canoe","LITTORAL","inverts",2.4293538,"-26.7354404",-25.7064683466758,"C104-2","Invert"
"640","Canoe","LITTORAL","inverts",2.957441,"-26.331701",-23.975479742725,"C104-1","Invert"
"641","Canoe","LITTORAL","leech",5.7057116,"-26.5088816",-25.8793991090254,"C105","Invert"
"642","Canoe","PELAGIC","mussel",3.8932869,"-30.2530526974404",-26.3091456721836,"C16","Mussel"
"643","Canoe","PELAGIC","mussel",4.2581467,"-29.6582356689379",-27.8184951417306,"C17","Mussel"
"644","Canoe","PELAGIC","mussel",3.418566,"-28.4961266897238",-27.7675286391256,"C14","Mussel"
"645","Canoe","PELAGIC","mussel",3.4074791,"-28.7431621622698",-27.5439193961221,"C15","Mussel"
"646","Canoe","PELAGIC","mussel",3.025485,"-27.9856640813599",-27.1723069702137,"C13","Mussel"
"647","Canoe","PELAGIC","mussel",3.5818458,"-29.4169771782574",-27.0603162632651,"C12","Mussel"
"648","Canoe","PELAGIC","mussel",3.5979722,"-28.2547506847479",-27.0168159747965,"C18","Mussel"
"649","Canoe","PELAGIC","mussel",2.9972638,"-28.3126753506489",-27.0079907824402,"C19","Mussel"
"650","Canoe","PFF","93",10.9724744,"-32.5494814",-32.0899119908597,"C40","Cisco"
"651","Canoe","PFF","93",10.0856104,"-29.9130728",-30.0113732167227,"C42","Cisco"
"652","Canoe","PFF","93",10.2753097,"-30.5198092155356",-29.9704160358174,"C37","Cisco"
"653","Canoe","PFF","93",9.6814826,"-29.9498644",-29.8039906512033,"C44","Cisco"
"654","Canoe","PFF","93",10.2720534,"-29.7436378",-29.7139535477239,"C45","Cisco"
"655","Canoe","PFF","93",10.2095698,"-29.4860966",-29.6176292213662,"C41","Cisco"
"656","Canoe","PFF","93",9.8900972,"-29.5257928",-29.6108958659251,"C39","Cisco"
"657","Canoe","PFF","93",9.5373672,"-29.725242",-29.5124785914691,"C43","Cisco"
"658","Canoe","PFF","93",9.1696434,"-28.9974571801",-28.8747589629467,"C38","Cisco"
"659","Canoe","PFF","93",9.1958488,"-28.2170374731891",-28.102453444433,"C11","Cisco"
"660","Canoe","PFF","91",9.7713597,"-28.6346414505139",-28.2307364754859,"C32","OtherPFF"
"661","Canoe","PFF","91",9.355097,"-28.3500129280358",-28.1054573654447,"C30","OtherPFF"
"662","Canoe","PFF","91",9.1041299,"-28.0975455001942",-27.7471185299061,"C31","OtherPFF"
"663","Canoe","PFF","91",9.5042662,"-28.1307554974363",-27.662174428447,"C33","OtherPFF"
"664","Canoe","PRED","81",13.6074271,"-29.9854793389868",-28.7164706684699,"C2","LakeTrout"
"665","Canoe","PRED","81",14.1466536,"-28.9890457915377",-28.5580615852667,"C1","LakeTrout"
"666","Canoe","PRED","81",13.0299004,"-28.6992197137831",-28.2240763627549,"C7","LakeTrout"
"667","Canoe","PRED","81",13.7666753,"-28.4384825505139",-28.1360149566528,"C3","LakeTrout"
"668","Canoe","PRED","81",12.0109135,"-28.3102244443428",-27.7729729081483,"C8","LakeTrout"
"669","Canoe","PRED","81",13.3927444,"-27.9357265480134",-27.7594383501938,"C4","LakeTrout"
"670","Canoe","PRED","81",12.8555337,"-27.6044307847479",-27.1889826292476,"C5","LakeTrout"
"671","Canoe","PRED","81",11.6168246,"-27.2894884663583",-27.1165586321703,"C9","LakeTrout"
"672","Canoe","PRED","81",11.4102051,"-26.4147882952266",-26.2483518615103,"C6","LakeTrout"
"673","Carling","LITTORAL",NA,2.247,"-18.6703623765952",-18.2303663056245,"CAR077","Snail"
"674","Carling","LITTORAL",NA,1.779,"-18.6889644296569",-17.6419284259765,"CAR053","Snail"
"675","Carling","LITTORAL",NA,1.36,"-18.9128600082606",-17.4206060727267,"CAR056","Snail"
"676","Carling","LITTORAL",NA,1.772,"-17.3723123206867",-16.4727262734503,"CAR054","Snail"
"677","Carling","LITTORAL",NA,1.225,"-16.4742244465279",-14.748349244587,"CAR055","Snail"
"678","Carling","PELAGIC",NA,3.791,"-35.5026145909355",-29.7706352550074,"CAR063","Zoops"
"679","Carling","PELAGIC",NA,3.876,"-33.4446466423437",-32.5269371285121,"CAR078","Zoops"
"680","Carling","PFF","93",7.022,"-32.7358700846822",-32.6020214468308,"CAR068","Cisco"
"681","Carling","PFF","93",8.568,"-32.8640205539492",-32.5711358316925,"CAR073","Cisco"
"682","Carling","PFF","93",7.664,"-32.6593863239311",-32.4113682920664,"CAR072","Cisco"
"683","Carling","PFF","93",6.59,"-32.6253073200274",-32.3015092097405,"CAR003","Cisco"
"684","Carling","PFF","93",7.372,"-32.019226293329",-32.2950859666505,"CAR074","Cisco"
"685","Carling","PFF","93",7.906,"-31.9560173249882",-32.1544133172386,"CAR066","Cisco"
"686","Carling","PFF","93",8.148,"-31.8759546043317",-32.0923538541411,"CAR065","Cisco"
"687","Carling","PFF","93",6.386,"-32.0244511553789",-31.8520580178932,"CAR007","Cisco"
"688","Carling","PFF","93",7.445,"-31.6386333745125",-31.8181821944017,"CAR067","Cisco"
"689","Carling","PFF","93",6.651,"-32.138370643767",-31.6803822898914,"CAR005","Cisco"
"690","Carling","PFF","93",8.644,"-31.5848818448052",-31.6274156635584,"CAR070","Cisco"
"691","Carling","PFF","93",7.445,"-31.385573066189",-31.5840966409987,"CAR076","Cisco"
"692","Carling","PFF","93",8.244,"-31.2842905216935",-31.5241258797859,"CAR064","Cisco"
"693","Carling","PFF","93",5.888,"-31.5616029188091",-31.5052473415555,"CAR006","Cisco"
"694","Carling","PFF","93",6.437,"-31.2806680517985",-31.2472879075066,"CAR004","Cisco"
"695","Carling","PFF","93",8.054,"-30.8771441860124",-30.7768705469369,"CAR071","Cisco"
"696","Carling","PFF","93",8.288,"-29.9531970437921",-30.2189485989332,"CAR069","Cisco"
"697","Carling","PFF","93",8.728,"-29.8819306945473",-30.0952276879016,"CAR075","Cisco"
"698","Carling","PRED","81",10.517,"-29.6070755225203",-29.9216769853946,"CAR052","LakeTrout"
"699","Carling","PRED","81",11.44,"-29.4604023936336",-29.7268351914197,"CAR045","LakeTrout"
"700","Carling","PRED","81",11.589,"-29.5033296341071",-29.6859518762937,"CAR051","LakeTrout"
"701","Carling","PRED","81",10.737,"-29.3887443418277",-29.6383410707813,"CAR042","LakeTrout"
"702","Carling","PRED","81",11.153,"-29.2545960713487",-29.5601855374366,"CAR046","LakeTrout"
"703","Carling","PRED","81",11.793,"-29.2869391377125",-29.5147571641389,"CAR050","LakeTrout"
"704","Carling","PRED","81",11.24,"-29.4310561358601",-29.3116167380355,"CAR048","LakeTrout"
"705","Carling","PRED","81",11.382,"-28.9684392697076",-29.2801205201298,"CAR047","LakeTrout"
"706","Carling","PRED","81",11.354,"-28.9848155056494",-29.1835130489472,"CAR001","LakeTrout"
"707","Carling","PRED","81",10.717,"-28.8932726427414",-29.1520773101168,"CAR043","LakeTrout"
"708","Carling","PRED","81",11.235,"-28.8104605911657",-29.1467179834765,"CAR040","LakeTrout"
"709","Carling","PRED","81",12.182,"-28.5837461510774",-28.8796275835512,"CAR049","LakeTrout"
"710","Carling","PRED","81",10.995,"-28.1579463747114",-28.4086981787262,"CAR044","LakeTrout"
"711","Carling","PRED","81",11.414,"-29.4548835660582",-29.408411262808,"CAR041","LakeTrout"
"712","Catfish","LITTORAL","dragonfly",4.7845725,"-26.413704",-25.6814250536574,"CF65","Invert"
"713","Catfish","LITTORAL","inverts",3.2512,"-25.5530416",-24.4219364855657,"CF67","Invert"
"714","Catfish","LITTORAL","inverts",0.725764999999999,"-24.2367344",-22.3651451182394,"CF67-1","Invert"
"715","Catfish","LITTORAL","snail",2.38647514,"-21.85112644",-1.09632845338388,"CF66","Snail"
"716","Catfish","PELAGIC","mussel",4.09369,"-30.4891936",-29.8361772646244,"CF56","Mussel"
"717","Catfish","PELAGIC","mussel",3.8342275,"-30.2555296",-29.7620263069005,"CF53","Mussel"
"718","Catfish","PELAGIC","mussel",4.1801775,"-30.0802816",-29.6907284528573,"CF55","Mussel"
"719","Catfish","PELAGIC","mussel",4.24835,"-30.0666512",-29.4961363798037,"CF58","Mussel"
"720","Catfish","PELAGIC","mussel",4.1761075,"-29.8544064",-29.1975227223855,"CF54","Mussel"
"721","Catfish","PELAGIC","mussel",4.3002425,"-29.7151816",-28.8862620496094,"CF59","Mussel"
"722","Catfish","PELAGIC","mussel",4.06927,"-29.889456",-28.8565696338511,"CF60","Mussel"
"723","Catfish","PELAGIC","mussel",3.924785,"-29.869984",-28.7786685541051,"CF57","Mussel"
"724","Catfish","PFF","93",8.6345408,"-31.9847239376346",-31.5592924783971,"CF16","Cisco"
"725","Catfish","PFF","93",8.789648,"-31.3708401617176",-31.3079818717726,"CF20","Cisco"
"726","Catfish","PFF","93",8.8625792,"-30.9020545269939",-30.939783642526,"CF12","Cisco"
"727","Catfish","PFF","93",8.5051136,"-30.7677355061864",-30.6844902263068,"CF10","Cisco"
"728","Catfish","PFF","93",8.3356256,"-30.4581717357775",-30.6230965557971,"CF13","Cisco"
"729","Catfish","PFF","93",8.1332672,"-30.1104838921356",-30.3601377907038,"CF19","Cisco"
"730","Catfish","PFF","93",8.7968384,"-30.1917905395329",-30.3262103186544,"CF17","Cisco"
"731","Catfish","PFF","93",8.7321248,"-30.1373095464311",-30.1813572421424,"CF18","Cisco"
"732","Catfish","PFF","93",8.753696,"-29.9228549942262",-29.8348498377852,"CF15","Cisco"
"733","Catfish","PFF","91",9.3730976,"-35.674183344161",-35.0437274874297,"CF27","OtherPFF"
"734","Catfish","PFF","91",8.563664,"-31.9430891363653",-31.5266371501313,"CF28","OtherPFF"
"735","Catfish","PFF","91",8.3161088,"-30.8781774617176",-30.9036327437628,"CF26","OtherPFF"
"736","Catfish","PFF","91",8.111696,"-29.8760301042653",-30.0217595875477,"CF30","OtherPFF"
"737","Catfish","PFF","91",7.7306048,"-29.5088690873303",-29.5855119875132,"CF29","OtherPFF"
"738","Catfish","PRED","81",13.0740992,"-30.6526688399217",-30.1912867372303,"CF2","LakeTrout"
"739","Catfish","PRED","81",13.3021376,"-29.720578482755",-29.6416489814318,"CF9","LakeTrout"
"740","Catfish","PRED","81",12.888176,"-29.71016906125",-29.422894831089,"CF6","LakeTrout"
"741","Catfish","PRED","81",12.4608608,"-30.0238611334706",-29.4082348804937,"CF5","LakeTrout"
"742","Catfish","PRED","81",12.4577792,"-28.9436007248929",-29.0626513731273,"CF4","LakeTrout"
"743","Catfish","PRED","81",12.2636384,"-29.2790806577442",-29.0169790271426,"CF8","LakeTrout"
"744","Catfish","PRED","81",11.8846016,"-28.557861973429",-28.7454025295478,"CF3","LakeTrout"
"745","Catfish","PRED","81",12.8717408,"-28.4969444254668",-28.6365790734647,"CF1","LakeTrout"
"746","Catfish","PRED","81",12.9867872,"-28.1844110048639",-28.4103492361677,"CF7","LakeTrout"
"747","Cecil","LITTORAL","caddisfly",0.291173913043478,"-25.2383026062906",-22.449469139539,"CEC043","Invert"
"748","Cecil","LITTORAL","dragonfly",3.05917391304348,"-22.164373579585",-20.5043246923607,"CEC044","Invert"
"749","Cecil","LITTORAL","leech",1.0102380952381,"-24.4110485144954",-23.0627242578139,"CEC004","Invert"
"750","Cecil","LITTORAL","snail",1.2112380952381,"-24.4974373001725",-23.2375227320698,"CEC005","Snail"
"751","Cecil","PELAGIC","mussel",1.61217391304348,"-28.4614450599326",-27.7426103313623,"CEC060","Mussel"
"752","Cecil","PELAGIC","mussel",1.45817391304348,"-28.6028514803731",-27.6375526844503,"CEC061","Mussel"
"753","Cecil","PFF","93",6.78817391304348,"-27.6611972877641",-27.7400768206511,"CEC037","Cisco"
"754","Cecil","PFF","93",6.0182380952381,"-27.5569216050267",-27.5069801028785,"CEC032","Cisco"
"755","Cecil","PFF","93",5.9422380952381,"-27.4174515812995",-27.4977103011089,"CEC030","Cisco"
"756","Cecil","PFF","93",6.4072380952381,"-27.3360731497436",-27.3388186244864,"CEC033","Cisco"
"757","Cecil","PFF","93",5.8982380952381,"-27.1139585294423",-27.2195332455941,"CEC035","Cisco"
"758","Cecil","PFF","93",5.9052380952381,"-27.0323004214238",-27.1200520516664,"CEC027","Cisco"
"759","Cecil","PFF","93",5.46317391304348,"-26.864955510275",-27.1162437433053,"CEC036","Cisco"
"760","Cecil","PFF","93",6.41817391304348,"-26.6510192138962",-27.0650495243483,"CEC038","Cisco"
"761","Cecil","PFF","93",5.4382380952381,"-26.7614407745834",-27.0229484967751,"CEC029","Cisco"
"762","Cecil","PFF","93",6.81717391304348,"-26.6501866404614",-27.0181066432721,"CEC040","Cisco"
"763","Cecil","PFF","93",6.3012380952381,"-26.6609120544645",-26.883819732398,"CEC034","Cisco"
"764","Cecil","PFF","93",5.8642380952381,"-26.6403990748868",-26.7645509009666,"CEC031","Cisco"
"765","Cecil","PFF","91",7.72617391304348,"-28.2694451332644",-28.58606578884,"CEC039","OtherPFF"
"766","Cecil","PFF","91",7.4592380952381,"-27.4860645043708",-27.6990266832606,"CEC028","OtherPFF"
"767","Cecil","PFF","91",7.12417391304348,"-27.0827317964253",-27.3827506081683,"CEC042","OtherPFF"
"768","Cecil","PRED","81",9.75317391304348,"-26.7000085665936",-26.767690118904,"CEC063","LakeTrout"
"769","Cecil","PRED","81",10.4401739130435,"-26.7827246137147",-26.6489867278467,"CEC064","LakeTrout"
"770","Cecil","PRED","81",8.73717391304348,"-26.9504409478934",-26.5740961947974,"CEC068","LakeTrout"
"771","Cecil","PRED","81",10.3641739130435,"-26.3982097841759",-26.4979104787866,"CEC080","LakeTrout"
"772","Cecil","PRED","81",9.45617391304348,"-26.5401916136735",-26.4883023139428,"CEC074","LakeTrout"
"773","Cecil","PRED","81",9.44317391304348,"-26.1615817661521",-26.2995696407595,"CEC062","LakeTrout"
"774","Cecil","PRED","81",9.40317391304348,"-27.9152483147789",-27.1908075559925,"CEC072","LakeTrout"
"775","Cecil","PRED","81",9.34717391304348,"-26.7803095218439",-26.8745656981561,"CEC066","LakeTrout"
"776","Cecil","PRED","81",9.34117391304348,"-26.4064248800267",-26.4509835926837,"CEC071","LakeTrout"
"777","Cecil","PRED","81",9.74117391304348,"-26.3071340513952",-26.4291187618522,"CEC065","LakeTrout"
"778","Cecil","PRED","81",9.26517391304348,"-26.107485566408",-26.221842786462,"CEC078","LakeTrout"
"779","Cecil","PRED","81",9.53217391304348,"-26.2408563467222",-26.206712499377,"CEC079","LakeTrout"
"780","Cecil","PRED","81",9.92617391304348,"-25.7390710486525",-25.9314601349055,"CEC075","LakeTrout"
